Año	Sexo	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código
2010,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	163	Leves	1
2010,0	Mujeres	01	La Jacetania	66	Leves	1
2010,0	Mujeres	02	Alto Gállego	45	Leves	1
2010,0	Mujeres	03	Sobrarbe	15	Leves	1
2010,0	Mujeres	04	La Ribagorza	41	Leves	1
2010,0	Mujeres	05	Cinco Villas	82	Leves	1
2010,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	247	Leves	1
2010,0	Mujeres	07	Somontano de Barbastro	60	Leves	1
2010,0	Mujeres	08	Cinca Medio	45	Leves	1
2010,0	Mujeres	09	La Litera / La Llitera	45	Leves	1
2010,0	Mujeres	10	Los Monegros	23	Leves	1
2010,0	Mujeres	11	Bajo Cinca / Baix Cinca	49	Leves	1
2010,0	Mujeres	12	Tarazona y el Moncayo	46	Leves	1
2010,0	Mujeres	13	Campo de Borja	94	Leves	1
2010,0	Mujeres	14	Aranda	12	Leves	1
2010,0	Mujeres	15	Ribera Alta del Ebro	211	Leves	1
2010,0	Mujeres	16	Valdejalón	125	Leves	1
2010,0	Mujeres	17	D.C. Zaragoza	3199	Leves	1
2010,0	Mujeres	18	Ribera Baja del Ebro	36	Leves	1
2010,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	32	Leves	1
2010,0	Mujeres	20	Comunidad de Calatayud	103	Leves	1
2010,0	Mujeres	21	Campo de Cariñena	30	Leves	1
2010,0	Mujeres	22	Campo de Belchite	9	Leves	1
2010,0	Mujeres	23	Bajo Martín	15	Leves	1
2010,0	Mujeres	24	Campo de Daroca	8	Leves	1
2010,0	Mujeres	25	Jiloca	34	Leves	1
2010,0	Mujeres	26	Cuencas Mineras	32	Leves	1
2010,0	Mujeres	27	Andorra-Sierra de Arcos	27	Leves	1
2010,0	Mujeres	28	Bajo Aragón	75	Leves	1
2010,0	Mujeres	29	Comunidad de Teruel	212	Leves	1
2010,0	Mujeres	30	Maestrazgo	7	Leves	1
2010,0	Mujeres	31	Sierra de Albarracín	11	Leves	1
2010,0	Mujeres	32	Gúdar-Javalambre	19	Leves	1
2010,0	Mujeres	33	Matarraña / Matarranya	11	Leves	1
2010,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	35	Leves	1
2009,0	Hombres	01	La Jacetania	186	Leves	1
2009,0	Hombres	02	Alto Gállego	149	Leves	1
2009,0	Hombres	03	Sobrarbe	38	Leves	1
2009,0	Hombres	04	La Ribagorza	146	Leves	1
2009,0	Hombres	05	Cinco Villas	342	Leves	1
2009,0	Hombres	06	Hoya de Huesca / Plana de Uesca	614	Leves	1
2009,0	Hombres	07	Somontano de Barbastro	248	Leves	1
2009,0	Hombres	08	Cinca Medio	279	Leves	1
2009,0	Hombres	09	La Litera / La Llitera	201	Leves	1
2009,0	Hombres	10	Los Monegros	153	Leves	1
2009,0	Hombres	11	Bajo Cinca / Baix Cinca	214	Leves	1
2009,0	Hombres	12	Tarazona y el Moncayo	127	Leves	1
2009,0	Hombres	13	Campo de Borja	150	Leves	1
2009,0	Hombres	14	Aranda	41	Leves	1
2009,0	Hombres	15	Ribera Alta del Ebro	496	Leves	1
2009,0	Hombres	16	Valdejalón	403	Leves	1
2009,0	Hombres	17	D.C. Zaragoza	6613	Leves	1
2009,0	Hombres	18	Ribera Baja del Ebro	92	Leves	1
2009,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	109	Leves	1
2009,0	Hombres	20	Comunidad de Calatayud	261	Leves	1
2009,0	Hombres	21	Campo de Cariñena	172	Leves	1
2009,0	Hombres	22	Campo de Belchite	24	Leves	1
2009,0	Hombres	23	Bajo Martín	68	Leves	1
2009,0	Hombres	24	Campo de Daroca	25	Leves	1
2009,0	Hombres	25	Jiloca	94	Leves	1
2009,0	Hombres	26	Cuencas Mineras	96	Leves	1
2009,0	Hombres	27	Andorra-Sierra de Arcos	233	Leves	1
2009,0	Hombres	28	Bajo Aragón	266	Leves	1
2009,0	Hombres	29	Comunidad de Teruel	408	Leves	1
2009,0	Hombres	30	Maestrazgo	12	Leves	1
2009,0	Hombres	31	Sierra de Albarracín	24	Leves	1
2009,0	Hombres	32	Gúdar-Javalambre	59	Leves	1
2009,0	Hombres	33	Matarraña / Matarranya	53	Leves	1
2009,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	145	Leves	1
2009,0	Mujeres	01	La Jacetania	59	Leves	1
2009,0	Mujeres	02	Alto Gállego	36	Leves	1
2009,0	Mujeres	03	Sobrarbe	13	Leves	1
2009,0	Mujeres	04	La Ribagorza	36	Leves	1
2009,0	Mujeres	05	Cinco Villas	93	Leves	1
2009,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	244	Leves	1
2009,0	Mujeres	07	Somontano de Barbastro	73	Leves	1
2009,0	Mujeres	08	Cinca Medio	53	Leves	1
2009,0	Mujeres	09	La Litera / La Llitera	47	Leves	1
2009,0	Mujeres	10	Los Monegros	24	Leves	1
2009,0	Mujeres	11	Bajo Cinca / Baix Cinca	63	Leves	1
2009,0	Mujeres	12	Tarazona y el Moncayo	33	Leves	1
2009,0	Mujeres	13	Campo de Borja	81	Leves	1
2009,0	Mujeres	14	Aranda	17	Leves	1
2009,0	Mujeres	15	Ribera Alta del Ebro	175	Leves	1
2009,0	Mujeres	16	Valdejalón	133	Leves	1
2009,0	Mujeres	17	D.C. Zaragoza	3312	Leves	1
2009,0	Mujeres	18	Ribera Baja del Ebro	31	Leves	1
2009,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	38	Leves	1
2009,0	Mujeres	20	Comunidad de Calatayud	100	Leves	1
2009,0	Mujeres	21	Campo de Cariñena	24	Leves	1
2009,0	Mujeres	22	Campo de Belchite	11	Leves	1
2009,0	Mujeres	23	Bajo Martín	24	Leves	1
2009,0	Mujeres	24	Campo de Daroca	13	Leves	1
2009,0	Mujeres	25	Jiloca	38	Leves	1
2009,0	Mujeres	26	Cuencas Mineras	17	Leves	1
2009,0	Mujeres	27	Andorra-Sierra de Arcos	28	Leves	1
2009,0	Mujeres	28	Bajo Aragón	78	Leves	1
2009,0	Mujeres	29	Comunidad de Teruel	162	Leves	1
2009,0	Mujeres	31	Sierra de Albarracín	9	Leves	1
2009,0	Mujeres	32	Gúdar-Javalambre	20	Leves	1
2009,0	Mujeres	33	Matarraña / Matarranya	13	Leves	1
2009,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	20	Leves	1
2008,0	Hombres	01	La Jacetania	201	Leves	1
2008,0	Hombres	02	Alto Gállego	177	Leves	1
2008,0	Hombres	03	Sobrarbe	72	Leves	1
2008,0	Hombres	04	La Ribagorza	137	Leves	1
2008,0	Hombres	05	Cinco Villas	465	Leves	1
2008,0	Hombres	06	Hoya de Huesca / Plana de Uesca	802	Leves	1
2008,0	Hombres	07	Somontano de Barbastro	339	Leves	1
2008,0	Hombres	08	Cinca Medio	393	Leves	1
2008,0	Hombres	09	La Litera / La Llitera	319	Leves	1
2008,0	Hombres	10	Los Monegros	172	Leves	1
2008,0	Hombres	11	Bajo Cinca / Baix Cinca	309	Leves	1
2008,0	Hombres	12	Tarazona y el Moncayo	211	Leves	1
2008,0	Hombres	13	Campo de Borja	252	Leves	1
2008,0	Hombres	14	Aranda	51	Leves	1
2008,0	Hombres	15	Ribera Alta del Ebro	840	Leves	1
2008,0	Hombres	16	Valdejalón	532	Leves	1
2008,0	Hombres	17	D.C. Zaragoza	9337	Leves	1
2008,0	Hombres	18	Ribera Baja del Ebro	123	Leves	1
2008,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	120	Leves	1
2008,0	Hombres	20	Comunidad de Calatayud	369	Leves	1
2008,0	Hombres	21	Campo de Cariñena	152	Leves	1
2008,0	Hombres	22	Campo de Belchite	25	Leves	1
2008,0	Hombres	23	Bajo Martín	101	Leves	1
2008,0	Hombres	24	Campo de Daroca	44	Leves	1
2008,0	Hombres	25	Jiloca	161	Leves	1
2008,0	Hombres	26	Cuencas Mineras	167	Leves	1
2008,0	Hombres	27	Andorra-Sierra de Arcos	286	Leves	1
2008,0	Hombres	28	Bajo Aragón	330	Leves	1
2008,0	Hombres	29	Comunidad de Teruel	450	Leves	1
2008,0	Hombres	30	Maestrazgo	24	Leves	1
2008,0	Hombres	31	Sierra de Albarracín	29	Leves	1
2008,0	Hombres	32	Gúdar-Javalambre	77	Leves	1
2008,0	Hombres	33	Matarraña / Matarranya	75	Leves	1
2008,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	233	Leves	1
2008,0	Mujeres	01	La Jacetania	70	Leves	1
2008,0	Mujeres	02	Alto Gállego	44	Leves	1
2008,0	Mujeres	03	Sobrarbe	25	Leves	1
2008,0	Mujeres	04	La Ribagorza	57	Leves	1
2008,0	Mujeres	05	Cinco Villas	116	Leves	1
2008,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	251	Leves	1
2008,0	Mujeres	07	Somontano de Barbastro	82	Leves	1
2008,0	Mujeres	08	Cinca Medio	85	Leves	1
2008,0	Mujeres	09	La Litera / La Llitera	53	Leves	1
2008,0	Mujeres	10	Los Monegros	13	Leves	1
2008,0	Mujeres	11	Bajo Cinca / Baix Cinca	83	Leves	1
2008,0	Mujeres	12	Tarazona y el Moncayo	65	Leves	1
2008,0	Mujeres	13	Campo de Borja	121	Leves	1
2008,0	Mujeres	14	Aranda	8	Leves	1
2008,0	Mujeres	15	Ribera Alta del Ebro	236	Leves	1
2008,0	Mujeres	16	Valdejalón	165	Leves	1
2008,0	Mujeres	17	D.C. Zaragoza	3259	Leves	1
2008,0	Mujeres	18	Ribera Baja del Ebro	32	Leves	1
2008,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	36	Leves	1
2008,0	Mujeres	20	Comunidad de Calatayud	141	Leves	1
2008,0	Mujeres	21	Campo de Cariñena	65	Leves	1
2008,0	Mujeres	22	Campo de Belchite	9	Leves	1
2008,0	Mujeres	23	Bajo Martín	26	Leves	1
2008,0	Mujeres	24	Campo de Daroca	10	Leves	1
2008,0	Mujeres	25	Jiloca	51	Leves	1
2008,0	Mujeres	26	Cuencas Mineras	39	Leves	1
2008,0	Mujeres	27	Andorra-Sierra de Arcos	48	Leves	1
2008,0	Mujeres	28	Bajo Aragón	70	Leves	1
2008,0	Mujeres	29	Comunidad de Teruel	171	Leves	1
2008,0	Mujeres	30	Maestrazgo	5	Leves	1
2008,0	Mujeres	31	Sierra de Albarracín	5	Leves	1
2008,0	Mujeres	32	Gúdar-Javalambre	21	Leves	1
2008,0	Mujeres	33	Matarraña / Matarranya	16	Leves	1
2008,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	26	Leves	1
2007,0	Hombres	01	La Jacetania	191	Leves	1
2007,0	Hombres	02	Alto Gállego	206	Leves	1
2007,0	Hombres	03	Sobrarbe	59	Leves	1
2007,0	Hombres	04	La Ribagorza	126	Leves	1
2007,0	Hombres	05	Cinco Villas	529	Leves	1
2007,0	Hombres	06	Hoya de Huesca / Plana de Uesca	1020	Leves	1
2007,0	Hombres	07	Somontano de Barbastro	355	Leves	1
2007,0	Hombres	08	Cinca Medio	377	Leves	1
2007,0	Hombres	09	La Litera / La Llitera	364	Leves	1
2007,0	Hombres	10	Los Monegros	194	Leves	1
2007,0	Hombres	11	Bajo Cinca / Baix Cinca	353	Leves	1
2007,0	Hombres	12	Tarazona y el Moncayo	211	Leves	1
2007,0	Hombres	13	Campo de Borja	279	Leves	1
2007,0	Hombres	14	Aranda	58	Leves	1
2007,0	Hombres	15	Ribera Alta del Ebro	957	Leves	1
2007,0	Hombres	16	Valdejalón	630	Leves	1
2007,0	Hombres	17	D.C. Zaragoza	10379	Leves	1
2007,0	Hombres	18	Ribera Baja del Ebro	132	Leves	1
2007,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	128	Leves	1
2007,0	Hombres	20	Comunidad de Calatayud	408	Leves	1
2007,0	Hombres	21	Campo de Cariñena	182	Leves	1
2007,0	Hombres	22	Campo de Belchite	20	Leves	1
2007,0	Hombres	23	Bajo Martín	147	Leves	1
2007,0	Hombres	24	Campo de Daroca	54	Leves	1
2007,0	Hombres	25	Jiloca	149	Leves	1
2007,0	Hombres	26	Cuencas Mineras	142	Leves	1
2007,0	Hombres	27	Andorra-Sierra de Arcos	295	Leves	1
2007,0	Hombres	28	Bajo Aragón	369	Leves	1
2007,0	Hombres	29	Comunidad de Teruel	475	Leves	1
2007,0	Hombres	30	Maestrazgo	27	Leves	1
2007,0	Hombres	31	Sierra de Albarracín	23	Leves	1
2007,0	Hombres	32	Gúdar-Javalambre	85	Leves	1
2007,0	Hombres	33	Matarraña / Matarranya	66	Leves	1
2007,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	252	Leves	1
2007,0	Mujeres	01	La Jacetania	59	Leves	1
2007,0	Mujeres	02	Alto Gállego	42	Leves	1
2007,0	Mujeres	03	Sobrarbe	24	Leves	1
2007,0	Mujeres	04	La Ribagorza	36	Leves	1
2007,0	Mujeres	05	Cinco Villas	121	Leves	1
2007,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	252	Leves	1
2007,0	Mujeres	07	Somontano de Barbastro	81	Leves	1
2007,0	Mujeres	08	Cinca Medio	70	Leves	1
2007,0	Mujeres	09	La Litera / La Llitera	51	Leves	1
2007,0	Mujeres	10	Los Monegros	30	Leves	1
2007,0	Mujeres	11	Bajo Cinca / Baix Cinca	74	Leves	1
2007,0	Mujeres	12	Tarazona y el Moncayo	95	Leves	1
2007,0	Mujeres	13	Campo de Borja	117	Leves	1
2007,0	Mujeres	14	Aranda	9	Leves	1
2007,0	Mujeres	15	Ribera Alta del Ebro	254	Leves	1
2007,0	Mujeres	16	Valdejalón	166	Leves	1
2007,0	Mujeres	17	D.C. Zaragoza	3228	Leves	1
2007,0	Mujeres	18	Ribera Baja del Ebro	39	Leves	1
2007,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	48	Leves	1
2007,0	Mujeres	20	Comunidad de Calatayud	171	Leves	1
2007,0	Mujeres	21	Campo de Cariñena	27	Leves	1
2007,0	Mujeres	22	Campo de Belchite	17	Leves	1
2007,0	Mujeres	23	Bajo Martín	16	Leves	1
2007,0	Mujeres	24	Campo de Daroca	19	Leves	1
2007,0	Mujeres	25	Jiloca	42	Leves	1
2007,0	Mujeres	26	Cuencas Mineras	40	Leves	1
2007,0	Mujeres	27	Andorra-Sierra de Arcos	33	Leves	1
2007,0	Mujeres	28	Bajo Aragón	97	Leves	1
2007,0	Mujeres	29	Comunidad de Teruel	163	Leves	1
2007,0	Mujeres	30	Maestrazgo	4	Leves	1
2007,0	Mujeres	31	Sierra de Albarracín	7	Leves	1
2007,0	Mujeres	32	Gúdar-Javalambre	17	Leves	1
2007,0	Mujeres	33	Matarraña / Matarranya	11	Leves	1
2007,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	41	Leves	1
2006,0	Hombres	01	La Jacetania	246	Leves	1
2006,0	Hombres	02	Alto Gállego	219	Leves	1
2006,0	Hombres	03	Sobrarbe	52	Leves	1
2006,0	Hombres	04	La Ribagorza	125	Leves	1
2006,0	Hombres	05	Cinco Villas	517	Leves	1
2006,0	Hombres	06	Hoya de Huesca / Plana de Uesca	996	Leves	1
2006,0	Hombres	07	Somontano de Barbastro	330	Leves	1
2006,0	Hombres	08	Cinca Medio	387	Leves	1
2006,0	Hombres	09	La Litera / La Llitera	286	Leves	1
2006,0	Hombres	10	Los Monegros	140	Leves	1
2006,0	Hombres	11	Bajo Cinca / Baix Cinca	388	Leves	1
2006,0	Hombres	12	Tarazona y el Moncayo	207	Leves	1
2006,0	Hombres	13	Campo de Borja	266	Leves	1
2006,0	Hombres	14	Aranda	59	Leves	1
2006,0	Hombres	15	Ribera Alta del Ebro	766	Leves	1
2006,0	Hombres	16	Valdejalón	655	Leves	1
2006,0	Hombres	17	D.C. Zaragoza	9840	Leves	1
2006,0	Hombres	18	Ribera Baja del Ebro	128	Leves	1
2006,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	148	Leves	1
2006,0	Hombres	20	Comunidad de Calatayud	314	Leves	1
2006,0	Hombres	21	Campo de Cariñena	216	Leves	1
2006,0	Hombres	22	Campo de Belchite	35	Leves	1
2006,0	Hombres	23	Bajo Martín	94	Leves	1
2006,0	Hombres	24	Campo de Daroca	31	Leves	1
2006,0	Hombres	25	Jiloca	144	Leves	1
2006,0	Hombres	26	Cuencas Mineras	128	Leves	1
2006,0	Hombres	27	Andorra-Sierra de Arcos	260	Leves	1
2006,0	Hombres	28	Bajo Aragón	358	Leves	1
2006,0	Hombres	29	Comunidad de Teruel	408	Leves	1
2006,0	Hombres	30	Maestrazgo	22	Leves	1
2006,0	Hombres	31	Sierra de Albarracín	22	Leves	1
2006,0	Hombres	32	Gúdar-Javalambre	84	Leves	1
2006,0	Hombres	33	Matarraña / Matarranya	73	Leves	1
2006,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	250	Leves	1
2006,0	Mujeres	01	La Jacetania	62	Leves	1
2006,0	Mujeres	02	Alto Gállego	48	Leves	1
2006,0	Mujeres	03	Sobrarbe	13	Leves	1
2006,0	Mujeres	04	La Ribagorza	51	Leves	1
2006,0	Mujeres	05	Cinco Villas	128	Leves	1
2006,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	226	Leves	1
2006,0	Mujeres	07	Somontano de Barbastro	60	Leves	1
2006,0	Mujeres	08	Cinca Medio	46	Leves	1
2006,0	Mujeres	09	La Litera / La Llitera	37	Leves	1
2006,0	Mujeres	10	Los Monegros	22	Leves	1
2006,0	Mujeres	11	Bajo Cinca / Baix Cinca	68	Leves	1
2006,0	Mujeres	12	Tarazona y el Moncayo	71	Leves	1
2006,0	Mujeres	13	Campo de Borja	89	Leves	1
2006,0	Mujeres	14	Aranda	10	Leves	1
2006,0	Mujeres	15	Ribera Alta del Ebro	245	Leves	1
2006,0	Mujeres	16	Valdejalón	173	Leves	1
2006,0	Mujeres	17	D.C. Zaragoza	2932	Leves	1
2006,0	Mujeres	18	Ribera Baja del Ebro	34	Leves	1
2006,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	49	Leves	1
2006,0	Mujeres	20	Comunidad de Calatayud	128	Leves	1
2006,0	Mujeres	21	Campo de Cariñena	35	Leves	1
2006,0	Mujeres	22	Campo de Belchite	12	Leves	1
2006,0	Mujeres	23	Bajo Martín	18	Leves	1
2006,0	Mujeres	24	Campo de Daroca	10	Leves	1
2006,0	Mujeres	25	Jiloca	35	Leves	1
2006,0	Mujeres	26	Cuencas Mineras	33	Leves	1
2006,0	Mujeres	27	Andorra-Sierra de Arcos	25	Leves	1
2006,0	Mujeres	28	Bajo Aragón	95	Leves	1
2006,0	Mujeres	29	Comunidad de Teruel	135	Leves	1
2006,0	Mujeres	30	Maestrazgo	2	Leves	1
2006,0	Mujeres	31	Sierra de Albarracín	2	Leves	1
2006,0	Mujeres	32	Gúdar-Javalambre	15	Leves	1
2006,0	Mujeres	33	Matarraña / Matarranya	13	Leves	1
2006,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	33	Leves	1
2005,0	Hombres	01	La Jacetania	274	Leves	1
2005,0	Hombres	02	Alto Gállego	191	Leves	1
2005,0	Hombres	03	Sobrarbe	60	Leves	1
2005,0	Hombres	04	La Ribagorza	98	Leves	1
2005,0	Hombres	05	Cinco Villas	529	Leves	1
2005,0	Hombres	06	Hoya de Huesca / Plana de Uesca	923	Leves	1
2005,0	Hombres	07	Somontano de Barbastro	272	Leves	1
2005,0	Hombres	08	Cinca Medio	300	Leves	1
2005,0	Hombres	09	La Litera / La Llitera	274	Leves	1
2005,0	Hombres	10	Los Monegros	161	Leves	1
2005,0	Hombres	11	Bajo Cinca / Baix Cinca	302	Leves	1
2005,0	Hombres	12	Tarazona y el Moncayo	144	Leves	1
2005,0	Hombres	13	Campo de Borja	296	Leves	1
2005,0	Hombres	14	Aranda	38	Leves	1
2005,0	Hombres	15	Ribera Alta del Ebro	653	Leves	1
2005,0	Hombres	16	Valdejalón	607	Leves	1
2005,0	Hombres	17	D.C. Zaragoza	9289	Leves	1
2005,0	Hombres	18	Ribera Baja del Ebro	114	Leves	1
2005,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	147	Leves	1
2005,0	Hombres	20	Comunidad de Calatayud	328	Leves	1
2005,0	Hombres	21	Campo de Cariñena	175	Leves	1
2005,0	Hombres	22	Campo de Belchite	33	Leves	1
2005,0	Hombres	23	Bajo Martín	109	Leves	1
2005,0	Hombres	24	Campo de Daroca	48	Leves	1
2005,0	Hombres	25	Jiloca	160	Leves	1
2005,0	Hombres	26	Cuencas Mineras	145	Leves	1
2005,0	Hombres	27	Andorra-Sierra de Arcos	199	Leves	1
2005,0	Hombres	28	Bajo Aragón	347	Leves	1
2005,0	Hombres	29	Comunidad de Teruel	434	Leves	1
2005,0	Hombres	30	Maestrazgo	24	Leves	1
2005,0	Hombres	31	Sierra de Albarracín	16	Leves	1
2005,0	Hombres	32	Gúdar-Javalambre	89	Leves	1
2005,0	Hombres	33	Matarraña / Matarranya	67	Leves	1
2005,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	225	Leves	1
2005,0	Mujeres	01	La Jacetania	64	Leves	1
2005,0	Mujeres	02	Alto Gállego	40	Leves	1
2005,0	Mujeres	03	Sobrarbe	10	Leves	1
2005,0	Mujeres	04	La Ribagorza	32	Leves	1
2005,0	Mujeres	05	Cinco Villas	154	Leves	1
2005,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	211	Leves	1
2005,0	Mujeres	07	Somontano de Barbastro	57	Leves	1
2005,0	Mujeres	08	Cinca Medio	52	Leves	1
2005,0	Mujeres	09	La Litera / La Llitera	41	Leves	1
2005,0	Mujeres	10	Los Monegros	25	Leves	1
2005,0	Mujeres	11	Bajo Cinca / Baix Cinca	58	Leves	1
2005,0	Mujeres	12	Tarazona y el Moncayo	51	Leves	1
2005,0	Mujeres	13	Campo de Borja	95	Leves	1
2005,0	Mujeres	14	Aranda	8	Leves	1
2005,0	Mujeres	15	Ribera Alta del Ebro	153	Leves	1
2005,0	Mujeres	16	Valdejalón	164	Leves	1
2005,0	Mujeres	17	D.C. Zaragoza	2876	Leves	1
2005,0	Mujeres	18	Ribera Baja del Ebro	20	Leves	1
2005,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	73	Leves	1
2005,0	Mujeres	20	Comunidad de Calatayud	89	Leves	1
2005,0	Mujeres	21	Campo de Cariñena	33	Leves	1
2005,0	Mujeres	22	Campo de Belchite	11	Leves	1
2005,0	Mujeres	23	Bajo Martín	17	Leves	1
2005,0	Mujeres	24	Campo de Daroca	11	Leves	1
2005,0	Mujeres	25	Jiloca	30	Leves	1
2005,0	Mujeres	26	Cuencas Mineras	25	Leves	1
2005,0	Mujeres	27	Andorra-Sierra de Arcos	18	Leves	1
2005,0	Mujeres	28	Bajo Aragón	86	Leves	1
2005,0	Mujeres	29	Comunidad de Teruel	127	Leves	1
2005,0	Mujeres	30	Maestrazgo	6	Leves	1
2005,0	Mujeres	31	Sierra de Albarracín	4	Leves	1
2005,0	Mujeres	32	Gúdar-Javalambre	9	Leves	1
2005,0	Mujeres	33	Matarraña / Matarranya	11	Leves	1
2005,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	24	Leves	1
2004,0	Hombres	01	La Jacetania	220	Leves	1
2004,0	Hombres	02	Alto Gállego	158	Leves	1
2004,0	Hombres	03	Sobrarbe	35	Leves	1
2004,0	Hombres	04	La Ribagorza	118	Leves	1
2004,0	Hombres	05	Cinco Villas	458	Leves	1
2004,0	Hombres	06	Hoya de Huesca / Plana de Uesca	836	Leves	1
2004,0	Hombres	07	Somontano de Barbastro	299	Leves	1
2004,0	Hombres	08	Cinca Medio	298	Leves	1
2004,0	Hombres	09	La Litera / La Llitera	264	Leves	1
2004,0	Hombres	10	Los Monegros	150	Leves	1
2004,0	Hombres	11	Bajo Cinca / Baix Cinca	256	Leves	1
2004,0	Hombres	12	Tarazona y el Moncayo	187	Leves	1
2004,0	Hombres	13	Campo de Borja	234	Leves	1
2004,0	Hombres	14	Aranda	69	Leves	1
2004,0	Hombres	15	Ribera Alta del Ebro	680	Leves	1
2004,0	Hombres	16	Valdejalón	492	Leves	1
2004,0	Hombres	17	D.C. Zaragoza	9053	Leves	1
2004,0	Hombres	18	Ribera Baja del Ebro	91	Leves	1
2004,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	167	Leves	1
2004,0	Hombres	20	Comunidad de Calatayud	377	Leves	1
2004,0	Hombres	21	Campo de Cariñena	156	Leves	1
2004,0	Hombres	22	Campo de Belchite	19	Leves	1
2004,0	Hombres	23	Bajo Martín	92	Leves	1
2004,0	Hombres	24	Campo de Daroca	41	Leves	1
2004,0	Hombres	25	Jiloca	153	Leves	1
2004,0	Hombres	26	Cuencas Mineras	111	Leves	1
2004,0	Hombres	27	Andorra-Sierra de Arcos	204	Leves	1
2004,0	Hombres	28	Bajo Aragón	277	Leves	1
2004,0	Hombres	29	Comunidad de Teruel	435	Leves	1
2004,0	Hombres	30	Maestrazgo	19	Leves	1
2004,0	Hombres	31	Sierra de Albarracín	24	Leves	1
2004,0	Hombres	32	Gúdar-Javalambre	91	Leves	1
2004,0	Hombres	33	Matarraña / Matarranya	45	Leves	1
2004,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	219	Leves	1
2004,0	Mujeres	01	La Jacetania	40	Leves	1
2004,0	Mujeres	02	Alto Gállego	31	Leves	1
2004,0	Mujeres	03	Sobrarbe	9	Leves	1
2004,0	Mujeres	04	La Ribagorza	45	Leves	1
2004,0	Mujeres	05	Cinco Villas	106	Leves	1
2004,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	173	Leves	1
2004,0	Mujeres	07	Somontano de Barbastro	59	Leves	1
2004,0	Mujeres	08	Cinca Medio	35	Leves	1
2004,0	Mujeres	09	La Litera / La Llitera	34	Leves	1
2004,0	Mujeres	10	Los Monegros	23	Leves	1
2004,0	Mujeres	11	Bajo Cinca / Baix Cinca	50	Leves	1
2004,0	Mujeres	12	Tarazona y el Moncayo	69	Leves	1
2004,0	Mujeres	13	Campo de Borja	79	Leves	1
2004,0	Mujeres	14	Aranda	5	Leves	1
2004,0	Mujeres	15	Ribera Alta del Ebro	204	Leves	1
2004,0	Mujeres	16	Valdejalón	150	Leves	1
2004,0	Mujeres	17	D.C. Zaragoza	2578	Leves	1
2004,0	Mujeres	18	Ribera Baja del Ebro	23	Leves	1
2004,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	63	Leves	1
2004,0	Mujeres	20	Comunidad de Calatayud	122	Leves	1
2004,0	Mujeres	21	Campo de Cariñena	22	Leves	1
2004,0	Mujeres	22	Campo de Belchite	6	Leves	1
2004,0	Mujeres	23	Bajo Martín	11	Leves	1
2004,0	Mujeres	24	Campo de Daroca	10	Leves	1
2004,0	Mujeres	25	Jiloca	21	Leves	1
2004,0	Mujeres	26	Cuencas Mineras	14	Leves	1
2004,0	Mujeres	27	Andorra-Sierra de Arcos	19	Leves	1
2004,0	Mujeres	28	Bajo Aragón	51	Leves	1
2004,0	Mujeres	29	Comunidad de Teruel	96	Leves	1
2004,0	Mujeres	30	Maestrazgo	2	Leves	1
2004,0	Mujeres	31	Sierra de Albarracín	2	Leves	1
2004,0	Mujeres	32	Gúdar-Javalambre	14	Leves	1
2004,0	Mujeres	33	Matarraña / Matarranya	13	Leves	1
2004,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	25	Leves	1
