Año	Residencia provincia código	Residencia municipio código	Residencia municipio nombre	Edad (grandes grupos)	Sexo	Personas
2014	44	44236	Tronchón	0 a 15	Mujeres	5
2014	44	44236	Tronchón	16 a 64	Mujeres	20
2014	44	44236	Tronchón	65 y más	Mujeres	11
2014	44	44237	Urrea de Gaén	0 a 15	Mujeres	22
2014	44	44237	Urrea de Gaén	16 a 64	Mujeres	136
2014	44	44237	Urrea de Gaén	65 y más	Mujeres	91
2014	44	44238	Utrillas	0 a 15	Mujeres	217
2014	44	44238	Utrillas	16 a 64	Mujeres	1014
2014	44	44238	Utrillas	65 y más	Mujeres	305
2014	44	44239	Valacloche	16 a 64	Mujeres	2
2014	44	44239	Valacloche	65 y más	Mujeres	5
2014	44	44240	Valbona	0 a 15	Mujeres	6
2014	44	44240	Valbona	16 a 64	Mujeres	50
2014	44	44240	Valbona	65 y más	Mujeres	32
2014	44	44241	Valdealgorfa	0 a 15	Mujeres	32
2014	44	44241	Valdealgorfa	16 a 64	Mujeres	180
2014	44	44241	Valdealgorfa	65 y más	Mujeres	121
2014	44	44243	Valdecuenca	0 a 15	Mujeres	1
2014	44	44243	Valdecuenca	16 a 64	Mujeres	10
2014	44	44243	Valdecuenca	65 y más	Mujeres	3
2014	44	44244	Valdelinares	0 a 15	Mujeres	6
2014	44	44244	Valdelinares	16 a 64	Mujeres	19
2014	44	44244	Valdelinares	65 y más	Mujeres	11
2014	44	44245	Valdeltormo	0 a 15	Mujeres	20
2014	44	44245	Valdeltormo	16 a 64	Mujeres	80
2014	44	44245	Valdeltormo	65 y más	Mujeres	57
2014	44	44246	Valderrobres	0 a 15	Mujeres	179
2014	44	44246	Valderrobres	16 a 64	Mujeres	706
2014	44	44246	Valderrobres	65 y más	Mujeres	255
2014	44	44247	Valjunquera	0 a 15	Mujeres	21
2014	44	44247	Valjunquera	16 a 64	Mujeres	84
2014	44	44247	Valjunquera	65 y más	Mujeres	71
2014	44	44249	Vallecillo (El)	16 a 64	Mujeres	12
2014	44	44249	Vallecillo (El)	65 y más	Mujeres	7
2014	44	44250	Veguillas de la Sierra	0 a 15	Mujeres	1
2014	44	44250	Veguillas de la Sierra	16 a 64	Mujeres	2
2014	44	44250	Veguillas de la Sierra	65 y más	Mujeres	6
2014	44	44251	Villafranca del Campo	0 a 15	Mujeres	20
2014	44	44251	Villafranca del Campo	16 a 64	Mujeres	67
2014	44	44251	Villafranca del Campo	65 y más	Mujeres	66
2014	44	44252	Villahermosa del Campo	0 a 15	Mujeres	5
2014	44	44252	Villahermosa del Campo	16 a 64	Mujeres	25
2014	44	44252	Villahermosa del Campo	65 y más	Mujeres	9
2014	44	44256	Villanueva del Rebollar de la Sierra	0 a 15	Mujeres	2
2014	44	44256	Villanueva del Rebollar de la Sierra	16 a 64	Mujeres	10
2014	44	44256	Villanueva del Rebollar de la Sierra	65 y más	Mujeres	10
2014	44	44257	Villar del Cobo	0 a 15	Mujeres	8
2014	44	44257	Villar del Cobo	16 a 64	Mujeres	46
2014	44	44257	Villar del Cobo	65 y más	Mujeres	31
2014	44	44258	Villar del Salz	0 a 15	Mujeres	1
2014	44	44258	Villar del Salz	16 a 64	Mujeres	12
2014	44	44258	Villar del Salz	65 y más	Mujeres	18
2014	44	44260	Villarluengo	0 a 15	Mujeres	8
2014	44	44260	Villarluengo	16 a 64	Mujeres	49
2014	44	44260	Villarluengo	65 y más	Mujeres	20
2014	44	44261	Villarquemado	0 a 15	Mujeres	42
2014	44	44261	Villarquemado	16 a 64	Mujeres	234
2014	44	44261	Villarquemado	65 y más	Mujeres	147
2014	44	44262	Villarroya de los Pinares	0 a 15	Mujeres	13
2014	44	44262	Villarroya de los Pinares	16 a 64	Mujeres	37
2014	44	44262	Villarroya de los Pinares	65 y más	Mujeres	26
2014	44	44263	Villastar	0 a 15	Mujeres	54
2014	44	44263	Villastar	16 a 64	Mujeres	146
2014	44	44263	Villastar	65 y más	Mujeres	55
2014	44	44264	Villel	0 a 15	Mujeres	19
2014	44	44264	Villel	16 a 64	Mujeres	80
2014	44	44264	Villel	65 y más	Mujeres	45
2014	44	44265	Vinaceite	0 a 15	Mujeres	12
2014	44	44265	Vinaceite	16 a 64	Mujeres	70
2014	44	44265	Vinaceite	65 y más	Mujeres	39
2014	44	44266	Visiedo	0 a 15	Mujeres	4
2014	44	44266	Visiedo	16 a 64	Mujeres	32
2014	44	44266	Visiedo	65 y más	Mujeres	38
2014	44	44267	Vivel del Río Martín	0 a 15	Mujeres	1
2014	44	44267	Vivel del Río Martín	16 a 64	Mujeres	13
2014	44	44267	Vivel del Río Martín	65 y más	Mujeres	23
2014	44	44268	Zoma (La)	16 a 64	Mujeres	5
2014	44	44268	Zoma (La)	65 y más	Mujeres	7
2014	50	50001	Abanto	16 a 64	Mujeres	19
2014	50	50001	Abanto	65 y más	Mujeres	33
2014	50	50002	Acered	0 a 15	Mujeres	4
2014	50	50002	Acered	16 a 64	Mujeres	46
2014	50	50002	Acered	65 y más	Mujeres	40
2014	50	50003	Agón	0 a 15	Mujeres	6
2014	50	50003	Agón	16 a 64	Mujeres	35
2014	50	50003	Agón	65 y más	Mujeres	32
2014	50	50004	Aguarón	0 a 15	Mujeres	34
2014	50	50004	Aguarón	16 a 64	Mujeres	209
2014	50	50004	Aguarón	65 y más	Mujeres	127
2014	50	50005	Aguilón	0 a 15	Mujeres	3
2014	50	50005	Aguilón	16 a 64	Mujeres	62
2014	50	50005	Aguilón	65 y más	Mujeres	58
2014	50	50006	Ainzón	0 a 15	Mujeres	69
2014	50	50006	Ainzón	16 a 64	Mujeres	321
2014	50	50006	Ainzón	65 y más	Mujeres	181
2014	50	50007	Aladrén	0 a 15	Mujeres	2
2014	50	50007	Aladrén	16 a 64	Mujeres	10
2014	50	50007	Aladrén	65 y más	Mujeres	7
2014	50	50008	Alagón	0 a 15	Mujeres	565
2014	50	50008	Alagón	16 a 64	Mujeres	2261
2014	50	50008	Alagón	65 y más	Mujeres	683
2014	50	50009	Alarba	0 a 15	Mujeres	6
2014	50	50009	Alarba	16 a 64	Mujeres	37
2014	50	50009	Alarba	65 y más	Mujeres	19
2014	50	50010	Alberite de San Juan	0 a 15	Mujeres	4
2014	50	50010	Alberite de San Juan	16 a 64	Mujeres	17
2014	50	50010	Alberite de San Juan	65 y más	Mujeres	14
2014	50	50011	Albeta	0 a 15	Mujeres	10
2014	50	50011	Albeta	16 a 64	Mujeres	50
2014	50	50011	Albeta	65 y más	Mujeres	19
2014	50	50012	Alborge	0 a 15	Mujeres	5
2014	50	50012	Alborge	16 a 64	Mujeres	27
2014	50	50012	Alborge	65 y más	Mujeres	28
2014	50	50013	Alcalá de Ebro	0 a 15	Mujeres	17
2014	50	50013	Alcalá de Ebro	16 a 64	Mujeres	86
2014	50	50013	Alcalá de Ebro	65 y más	Mujeres	46
2014	50	50014	Alcalá de Moncayo	0 a 15	Mujeres	7
2014	50	50014	Alcalá de Moncayo	16 a 64	Mujeres	43
2014	50	50014	Alcalá de Moncayo	65 y más	Mujeres	27
2014	50	50015	Alconchel de Ariza	16 a 64	Mujeres	8
2014	50	50015	Alconchel de Ariza	65 y más	Mujeres	27
2014	50	50016	Aldehuela de Liestos	16 a 64	Mujeres	7
2014	50	50016	Aldehuela de Liestos	65 y más	Mujeres	9
2014	50	50017	Alfajarín	0 a 15	Mujeres	180
2014	50	50017	Alfajarín	16 a 64	Mujeres	709
2014	50	50017	Alfajarín	65 y más	Mujeres	203
2014	50	50018	Alfamén	0 a 15	Mujeres	100
2014	50	50018	Alfamén	16 a 64	Mujeres	438
2014	50	50018	Alfamén	65 y más	Mujeres	150
2014	50	50019	Alforque	0 a 15	Mujeres	2
2014	50	50019	Alforque	16 a 64	Mujeres	14
2014	50	50019	Alforque	65 y más	Mujeres	17
2014	50	50020	Alhama de Aragón	0 a 15	Mujeres	61
2014	50	50020	Alhama de Aragón	16 a 64	Mujeres	324
2014	50	50020	Alhama de Aragón	65 y más	Mujeres	145
2014	50	50021	Almochuel	16 a 64	Mujeres	7
2014	50	50021	Almochuel	65 y más	Mujeres	11
2014	50	50022	Almolda (La)	0 a 15	Mujeres	22
2014	50	50022	Almolda (La)	16 a 64	Mujeres	166
2014	50	50022	Almolda (La)	65 y más	Mujeres	107
2014	50	50023	Almonacid de la Cuba	0 a 15	Mujeres	11
2014	50	50023	Almonacid de la Cuba	16 a 64	Mujeres	57
2014	50	50023	Almonacid de la Cuba	65 y más	Mujeres	50
2014	50	50024	Almonacid de la Sierra	0 a 15	Mujeres	34
2014	50	50024	Almonacid de la Sierra	16 a 64	Mujeres	180
2014	50	50024	Almonacid de la Sierra	65 y más	Mujeres	112
2014	50	50025	Almunia de Doña Godina (La)	0 a 15	Mujeres	632
2014	50	50025	Almunia de Doña Godina (La)	16 a 64	Mujeres	2521
2014	50	50025	Almunia de Doña Godina (La)	65 y más	Mujeres	661
2014	50	50026	Alpartir	0 a 15	Mujeres	42
2014	50	50026	Alpartir	16 a 64	Mujeres	160
2014	50	50026	Alpartir	65 y más	Mujeres	83
2014	50	50027	Ambel	0 a 15	Mujeres	9
2014	50	50027	Ambel	16 a 64	Mujeres	76
2014	50	50027	Ambel	65 y más	Mujeres	48
2014	50	50028	Anento	0 a 15	Mujeres	1
2014	50	50028	Anento	16 a 64	Mujeres	20
2014	50	50028	Anento	65 y más	Mujeres	16
2014	50	50029	Aniñón	0 a 15	Mujeres	32
2014	50	50029	Aniñón	16 a 64	Mujeres	170
2014	50	50029	Aniñón	65 y más	Mujeres	140
2014	50	50030	Añón de Moncayo	0 a 15	Mujeres	3
2014	50	50030	Añón de Moncayo	16 a 64	Mujeres	44
2014	50	50030	Añón de Moncayo	65 y más	Mujeres	40
2014	50	50031	Aranda de Moncayo	0 a 15	Mujeres	2
2014	50	50031	Aranda de Moncayo	16 a 64	Mujeres	39
2014	50	50031	Aranda de Moncayo	65 y más	Mujeres	28
2014	50	50032	Arándiga	0 a 15	Mujeres	16
2014	50	50032	Arándiga	16 a 64	Mujeres	76
2014	50	50032	Arándiga	65 y más	Mujeres	90
2014	50	50033	Ardisa	16 a 64	Mujeres	15
2014	50	50033	Ardisa	65 y más	Mujeres	11
2014	50	50034	Ariza	0 a 15	Mujeres	81
2014	50	50034	Ariza	16 a 64	Mujeres	285
2014	50	50034	Ariza	65 y más	Mujeres	210
2014	50	50035	Artieda	0 a 15	Mujeres	4
2014	50	50035	Artieda	16 a 64	Mujeres	21
2014	50	50035	Artieda	65 y más	Mujeres	11
2014	50	50036	Asín	16 a 64	Mujeres	30
2014	50	50036	Asín	65 y más	Mujeres	24
2014	50	50037	Atea	0 a 15	Mujeres	3
2014	50	50037	Atea	16 a 64	Mujeres	24
2014	50	50037	Atea	65 y más	Mujeres	30
2014	50	50038	Ateca	0 a 15	Mujeres	92
2014	50	50038	Ateca	16 a 64	Mujeres	609
2014	50	50038	Ateca	65 y más	Mujeres	269
2014	50	50039	Azuara	0 a 15	Mujeres	28
2014	50	50039	Azuara	16 a 64	Mujeres	148
2014	50	50039	Azuara	65 y más	Mujeres	109
2014	50	50040	Badules	0 a 15	Mujeres	3
2014	50	50040	Badules	16 a 64	Mujeres	22
2014	50	50040	Badules	65 y más	Mujeres	19
2014	50	50041	Bagüés	16 a 64	Mujeres	1
2014	50	50041	Bagüés	65 y más	Mujeres	5
2014	50	50042	Balconchán	16 a 64	Mujeres	4
2014	50	50042	Balconchán	65 y más	Mujeres	3
2014	50	50043	Bárboles	0 a 15	Mujeres	22
2014	50	50043	Bárboles	16 a 64	Mujeres	83
2014	50	50043	Bárboles	65 y más	Mujeres	38
2014	50	50044	Bardallur	0 a 15	Mujeres	11
2014	50	50044	Bardallur	16 a 64	Mujeres	92
2014	50	50044	Bardallur	65 y más	Mujeres	48
2014	50	50045	Belchite	0 a 15	Mujeres	96
2014	50	50045	Belchite	16 a 64	Mujeres	418
2014	50	50045	Belchite	65 y más	Mujeres	259
2014	50	50046	Belmonte de Gracián	0 a 15	Mujeres	8
2014	50	50046	Belmonte de Gracián	16 a 64	Mujeres	46
2014	50	50046	Belmonte de Gracián	65 y más	Mujeres	47
2014	50	50047	Berdejo	0 a 15	Mujeres	1
2014	50	50047	Berdejo	16 a 64	Mujeres	13
2014	50	50047	Berdejo	65 y más	Mujeres	7
2014	50	50048	Berrueco	16 a 64	Mujeres	11
2014	50	50048	Berrueco	65 y más	Mujeres	8
2014	50	50050	Bijuesca	16 a 64	Mujeres	25
2014	50	50050	Bijuesca	65 y más	Mujeres	15
2014	50	50051	Biota	0 a 15	Mujeres	58
2014	50	50051	Biota	16 a 64	Mujeres	267
2014	50	50051	Biota	65 y más	Mujeres	182
2014	50	50052	Bisimbre	0 a 15	Mujeres	2
2014	50	50052	Bisimbre	16 a 64	Mujeres	18
2014	50	50052	Bisimbre	65 y más	Mujeres	25
2014	50	50053	Boquiñeni	0 a 15	Mujeres	47
2014	50	50053	Boquiñeni	16 a 64	Mujeres	261
2014	50	50053	Boquiñeni	65 y más	Mujeres	128
2014	50	50054	Bordalba	16 a 64	Mujeres	14
2014	50	50054	Bordalba	65 y más	Mujeres	10
2014	50	50055	Borja	0 a 15	Mujeres	401
2014	50	50055	Borja	16 a 64	Mujeres	1478
2014	50	50055	Borja	65 y más	Mujeres	578
2014	50	50056	Botorrita	0 a 15	Mujeres	23
2014	50	50056	Botorrita	16 a 64	Mujeres	151
2014	50	50056	Botorrita	65 y más	Mujeres	59
2014	50	50057	Brea de Aragón	0 a 15	Mujeres	104
2014	50	50057	Brea de Aragón	16 a 64	Mujeres	520
2014	50	50057	Brea de Aragón	65 y más	Mujeres	235
2014	50	50058	Bubierca	16 a 64	Mujeres	24
2014	50	50058	Bubierca	65 y más	Mujeres	14
2014	50	50059	Bujaraloz	0 a 15	Mujeres	69
2014	50	50059	Bujaraloz	16 a 64	Mujeres	268
2014	50	50059	Bujaraloz	65 y más	Mujeres	153
2014	50	50060	Bulbuente	0 a 15	Mujeres	14
2014	50	50060	Bulbuente	16 a 64	Mujeres	59
2014	50	50060	Bulbuente	65 y más	Mujeres	41
2014	50	50061	Bureta	0 a 15	Mujeres	7
2014	50	50061	Bureta	16 a 64	Mujeres	63
2014	50	50061	Bureta	65 y más	Mujeres	49
2014	50	50062	Burgo de Ebro (El)	0 a 15	Mujeres	205
2014	50	50062	Burgo de Ebro (El)	16 a 64	Mujeres	779
2014	50	50062	Burgo de Ebro (El)	65 y más	Mujeres	174
2014	50	50063	Buste (El)	0 a 15	Mujeres	2
2014	50	50063	Buste (El)	16 a 64	Mujeres	12
2014	50	50063	Buste (El)	65 y más	Mujeres	17
2014	50	50064	Cabañas de Ebro	0 a 15	Mujeres	21
2014	50	50064	Cabañas de Ebro	16 a 64	Mujeres	135
2014	50	50064	Cabañas de Ebro	65 y más	Mujeres	93
2014	50	50065	Cabolafuente	16 a 64	Mujeres	8
2014	50	50065	Cabolafuente	65 y más	Mujeres	10
2014	50	50066	Cadrete	0 a 15	Mujeres	316
2014	50	50066	Cadrete	16 a 64	Mujeres	1145
2014	50	50066	Cadrete	65 y más	Mujeres	226
2014	50	50067	Calatayud	0 a 15	Mujeres	1385
2014	50	50067	Calatayud	16 a 64	Mujeres	6727
2014	50	50067	Calatayud	65 y más	Mujeres	2287
2014	50	50068	Calatorao	0 a 15	Mujeres	205
2014	50	50068	Calatorao	16 a 64	Mujeres	832
2014	50	50068	Calatorao	65 y más	Mujeres	339
2014	50	50069	Calcena	16 a 64	Mujeres	16
2014	50	50069	Calcena	65 y más	Mujeres	14
2014	50	50070	Calmarza	0 a 15	Mujeres	5
2014	50	50070	Calmarza	16 a 64	Mujeres	14
2014	50	50070	Calmarza	65 y más	Mujeres	14
2014	50	50071	Campillo de Aragón	0 a 15	Mujeres	6
2014	50	50071	Campillo de Aragón	16 a 64	Mujeres	38
2014	50	50071	Campillo de Aragón	65 y más	Mujeres	26
2014	50	50072	Carenas	0 a 15	Mujeres	1
2014	50	50072	Carenas	16 a 64	Mujeres	35
2014	50	50072	Carenas	65 y más	Mujeres	47
2014	50	50073	Cariñena	0 a 15	Mujeres	276
2014	50	50073	Cariñena	16 a 64	Mujeres	1034
2014	50	50073	Cariñena	65 y más	Mujeres	375
2014	50	50074	Caspe	0 a 15	Mujeres	763
2014	50	50074	Caspe	16 a 64	Mujeres	2961
2014	50	50074	Caspe	65 y más	Mujeres	1045
2014	50	50075	Castejón de Alarba	16 a 64	Mujeres	9
2014	50	50075	Castejón de Alarba	65 y más	Mujeres	26
2014	50	50076	Castejón de las Armas	0 a 15	Mujeres	2
2014	50	50076	Castejón de las Armas	16 a 64	Mujeres	27
2014	50	50076	Castejón de las Armas	65 y más	Mujeres	20
2014	50	50077	Castejón de Valdejasa	0 a 15	Mujeres	1
2014	50	50077	Castejón de Valdejasa	16 a 64	Mujeres	59
2014	50	50077	Castejón de Valdejasa	65 y más	Mujeres	53
2014	50	50078	Castiliscar	0 a 15	Mujeres	10
2014	50	50078	Castiliscar	16 a 64	Mujeres	72
2014	50	50078	Castiliscar	65 y más	Mujeres	62
2014	50	50079	Cervera de la Cañada	0 a 15	Mujeres	11
2014	50	50079	Cervera de la Cañada	16 a 64	Mujeres	69
2014	50	50079	Cervera de la Cañada	65 y más	Mujeres	63
2014	50	50080	Cerveruela	0 a 15	Mujeres	1
2014	50	50080	Cerveruela	16 a 64	Mujeres	10
2014	50	50080	Cerveruela	65 y más	Mujeres	3
2014	50	50081	Cetina	0 a 15	Mujeres	32
2014	50	50081	Cetina	16 a 64	Mujeres	171
2014	50	50081	Cetina	65 y más	Mujeres	118
2014	50	50082	Cimballa	0 a 15	Mujeres	6
2014	50	50082	Cimballa	16 a 64	Mujeres	22
2014	50	50082	Cimballa	65 y más	Mujeres	30
2014	50	50083	Cinco Olivas	0 a 15	Mujeres	8
2014	50	50083	Cinco Olivas	16 a 64	Mujeres	33
2014	50	50083	Cinco Olivas	65 y más	Mujeres	14
2014	50	50084	Clarés de Ribota	16 a 64	Mujeres	16
2014	50	50084	Clarés de Ribota	65 y más	Mujeres	17
2014	50	50085	Codo	0 a 15	Mujeres	8
2014	50	50085	Codo	16 a 64	Mujeres	44
2014	50	50085	Codo	65 y más	Mujeres	48
2014	50	50086	Codos	0 a 15	Mujeres	2
2014	50	50086	Codos	16 a 64	Mujeres	31
2014	50	50086	Codos	65 y más	Mujeres	42
2014	50	50087	Contamina	16 a 64	Mujeres	8
2014	50	50087	Contamina	65 y más	Mujeres	8
2014	50	50088	Cosuenda	0 a 15	Mujeres	17
2014	50	50088	Cosuenda	16 a 64	Mujeres	104
2014	50	50088	Cosuenda	65 y más	Mujeres	62
2014	50	50089	Cuarte de Huerva	0 a 15	Mujeres	1361
2014	50	50089	Cuarte de Huerva	16 a 64	Mujeres	3958
2014	50	50089	Cuarte de Huerva	65 y más	Mujeres	268
2014	50	50090	Cubel	0 a 15	Mujeres	12
2014	50	50090	Cubel	16 a 64	Mujeres	36
2014	50	50090	Cubel	65 y más	Mujeres	43
2014	50	50091	Cuerlas (Las)	16 a 64	Mujeres	6
2014	50	50091	Cuerlas (Las)	65 y más	Mujeres	18
2014	50	50092	Chiprana	0 a 15	Mujeres	39
2014	50	50092	Chiprana	16 a 64	Mujeres	126
2014	50	50092	Chiprana	65 y más	Mujeres	74
2014	50	50093	Chodes	0 a 15	Mujeres	7
2014	50	50093	Chodes	16 a 64	Mujeres	32
2014	50	50093	Chodes	65 y más	Mujeres	22
2014	50	50094	Daroca	0 a 15	Mujeres	134
2014	50	50094	Daroca	16 a 64	Mujeres	625
2014	50	50094	Daroca	65 y más	Mujeres	345
2014	50	50095	Ejea de los Caballeros	0 a 15	Mujeres	1213
2014	50	50095	Ejea de los Caballeros	16 a 64	Mujeres	5256
2014	50	50095	Ejea de los Caballeros	65 y más	Mujeres	1753
2014	50	50096	Embid de Ariza	0 a 15	Mujeres	1
2014	50	50096	Embid de Ariza	16 a 64	Mujeres	8
2014	50	50096	Embid de Ariza	65 y más	Mujeres	16
2014	50	50098	Encinacorba	0 a 15	Mujeres	7
2014	50	50098	Encinacorba	16 a 64	Mujeres	63
2014	50	50098	Encinacorba	65 y más	Mujeres	50
2014	50	50099	Épila	0 a 15	Mujeres	373
2014	50	50099	Épila	16 a 64	Mujeres	1318
2014	50	50099	Épila	65 y más	Mujeres	481
2014	50	50100	Erla	0 a 15	Mujeres	15
2014	50	50100	Erla	16 a 64	Mujeres	102
2014	50	50100	Erla	65 y más	Mujeres	70
2014	50	50101	Escatrón	0 a 15	Mujeres	62
2014	50	50101	Escatrón	16 a 64	Mujeres	331
2014	50	50101	Escatrón	65 y más	Mujeres	170
2014	50	50102	Fabara	0 a 15	Mujeres	74
2014	50	50102	Fabara	16 a 64	Mujeres	314
2014	50	50102	Fabara	65 y más	Mujeres	180
2014	50	50104	Farlete	0 a 15	Mujeres	17
2014	50	50104	Farlete	16 a 64	Mujeres	116
2014	50	50104	Farlete	65 y más	Mujeres	69
2014	50	50105	Fayón	0 a 15	Mujeres	8
2014	50	50105	Fayón	16 a 64	Mujeres	94
2014	50	50105	Fayón	65 y más	Mujeres	63
2014	50	50106	Fayos (Los)	0 a 15	Mujeres	4
2014	50	50106	Fayos (Los)	16 a 64	Mujeres	26
2014	50	50106	Fayos (Los)	65 y más	Mujeres	45
2014	50	50107	Figueruelas	0 a 15	Mujeres	91
2014	50	50107	Figueruelas	16 a 64	Mujeres	439
2014	50	50107	Figueruelas	65 y más	Mujeres	92
2014	50	50108	Fombuena	16 a 64	Mujeres	16
2014	50	50108	Fombuena	65 y más	Mujeres	7
2014	50	50109	Frago (El)	0 a 15	Mujeres	1
2014	50	50109	Frago (El)	16 a 64	Mujeres	26
2014	50	50109	Frago (El)	65 y más	Mujeres	13
2014	50	50110	Frasno (El)	0 a 15	Mujeres	18
2014	50	50110	Frasno (El)	16 a 64	Mujeres	104
2014	50	50110	Frasno (El)	65 y más	Mujeres	84
2014	50	50111	Fréscano	0 a 15	Mujeres	7
2014	50	50111	Fréscano	16 a 64	Mujeres	56
2014	50	50111	Fréscano	65 y más	Mujeres	31
2014	50	50113	Fuendejalón	0 a 15	Mujeres	37
2014	50	50113	Fuendejalón	16 a 64	Mujeres	239
2014	50	50113	Fuendejalón	65 y más	Mujeres	127
2014	50	50114	Fuendetodos	0 a 15	Mujeres	7
2014	50	50114	Fuendetodos	16 a 64	Mujeres	42
2014	50	50114	Fuendetodos	65 y más	Mujeres	23
2014	50	50115	Fuentes de Ebro	0 a 15	Mujeres	365
2014	50	50115	Fuentes de Ebro	16 a 64	Mujeres	1422
2014	50	50115	Fuentes de Ebro	65 y más	Mujeres	439
2014	50	50116	Fuentes de Jiloca	0 a 15	Mujeres	5
2014	50	50116	Fuentes de Jiloca	16 a 64	Mujeres	47
2014	50	50116	Fuentes de Jiloca	65 y más	Mujeres	58
2014	50	50117	Gallocanta	0 a 15	Mujeres	8
2014	50	50117	Gallocanta	16 a 64	Mujeres	34
2014	50	50117	Gallocanta	65 y más	Mujeres	31
2014	50	50118	Gallur	0 a 15	Mujeres	168
2014	50	50118	Gallur	16 a 64	Mujeres	857
2014	50	50118	Gallur	65 y más	Mujeres	366
2014	50	50119	Gelsa	0 a 15	Mujeres	58
2014	50	50119	Gelsa	16 a 64	Mujeres	312
2014	50	50119	Gelsa	65 y más	Mujeres	169
2014	50	50120	Godojos	16 a 64	Mujeres	5
2014	50	50120	Godojos	65 y más	Mujeres	11
2014	50	50121	Gotor	0 a 15	Mujeres	17
2014	50	50121	Gotor	16 a 64	Mujeres	85
2014	50	50121	Gotor	65 y más	Mujeres	59
2014	50	50122	Grisel	0 a 15	Mujeres	3
2014	50	50122	Grisel	16 a 64	Mujeres	15
2014	50	50122	Grisel	65 y más	Mujeres	8
2014	50	50123	Grisén	0 a 15	Mujeres	39
2014	50	50123	Grisén	16 a 64	Mujeres	188
2014	50	50123	Grisén	65 y más	Mujeres	75
2014	50	50124	Herrera de los Navarros	0 a 15	Mujeres	32
2014	50	50124	Herrera de los Navarros	16 a 64	Mujeres	136
2014	50	50124	Herrera de los Navarros	65 y más	Mujeres	96
2014	50	50125	Ibdes	0 a 15	Mujeres	26
2014	50	50125	Ibdes	16 a 64	Mujeres	107
2014	50	50125	Ibdes	65 y más	Mujeres	90
2014	50	50126	Illueca	0 a 15	Mujeres	213
2014	50	50126	Illueca	16 a 64	Mujeres	1033
2014	50	50126	Illueca	65 y más	Mujeres	345
2014	50	50128	Isuerre	16 a 64	Mujeres	3
2014	50	50128	Isuerre	65 y más	Mujeres	8
2014	50	50129	Jaraba	0 a 15	Mujeres	20
2014	50	50129	Jaraba	16 a 64	Mujeres	91
2014	50	50129	Jaraba	65 y más	Mujeres	47
2014	50	50130	Jarque de Moncayo	0 a 15	Mujeres	25
2014	50	50130	Jarque de Moncayo	16 a 64	Mujeres	135
2014	50	50130	Jarque de Moncayo	65 y más	Mujeres	72
2014	50	50131	Jaulín	0 a 15	Mujeres	5
2014	50	50131	Jaulín	16 a 64	Mujeres	64
2014	50	50131	Jaulín	65 y más	Mujeres	55
2014	50	50132	Joyosa (La)	0 a 15	Mujeres	90
2014	50	50132	Joyosa (La)	16 a 64	Mujeres	321
2014	50	50132	Joyosa (La)	65 y más	Mujeres	75
2014	50	50133	Lagata	0 a 15	Mujeres	2
2014	50	50133	Lagata	16 a 64	Mujeres	31
2014	50	50133	Lagata	65 y más	Mujeres	28
2014	50	50134	Langa del Castillo	16 a 64	Mujeres	33
2014	50	50134	Langa del Castillo	65 y más	Mujeres	35
2014	50	50135	Layana	0 a 15	Mujeres	5
2014	50	50135	Layana	16 a 64	Mujeres	28
2014	50	50135	Layana	65 y más	Mujeres	19
2014	50	50136	Lécera	0 a 15	Mujeres	34
2014	50	50136	Lécera	16 a 64	Mujeres	165
2014	50	50136	Lécera	65 y más	Mujeres	138
2014	50	50137	Leciñena	0 a 15	Mujeres	63
2014	50	50137	Leciñena	16 a 64	Mujeres	315
2014	50	50137	Leciñena	65 y más	Mujeres	231
2014	50	50138	Lechón	0 a 15	Mujeres	5
2014	50	50138	Lechón	16 a 64	Mujeres	9
2014	50	50138	Lechón	65 y más	Mujeres	8
2014	50	50139	Letux	0 a 15	Mujeres	10
2014	50	50139	Letux	16 a 64	Mujeres	76
2014	50	50139	Letux	65 y más	Mujeres	74
2014	50	50140	Litago	0 a 15	Mujeres	1
2014	50	50140	Litago	16 a 64	Mujeres	43
2014	50	50140	Litago	65 y más	Mujeres	34
2014	50	50141	Lituénigo	0 a 15	Mujeres	1
2014	50	50141	Lituénigo	16 a 64	Mujeres	37
2014	50	50141	Lituénigo	65 y más	Mujeres	23
2014	50	50142	Lobera de Onsella	0 a 15	Mujeres	2
2014	50	50142	Lobera de Onsella	16 a 64	Mujeres	5
2014	50	50142	Lobera de Onsella	65 y más	Mujeres	7
2014	50	50143	Longares	0 a 15	Mujeres	40
2014	50	50143	Longares	16 a 64	Mujeres	218
2014	50	50143	Longares	65 y más	Mujeres	105
2014	50	50144	Longás	16 a 64	Mujeres	7
2014	50	50144	Longás	65 y más	Mujeres	3
2014	50	50146	Lucena de Jalón	0 a 15	Mujeres	8
2014	50	50146	Lucena de Jalón	16 a 64	Mujeres	67
2014	50	50146	Lucena de Jalón	65 y más	Mujeres	41
2014	50	50147	Luceni	0 a 15	Mujeres	53
2014	50	50147	Luceni	16 a 64	Mujeres	293
2014	50	50147	Luceni	65 y más	Mujeres	154
2014	50	50148	Luesia	0 a 15	Mujeres	6
2014	50	50148	Luesia	16 a 64	Mujeres	64
2014	50	50148	Luesia	65 y más	Mujeres	67
2014	50	50149	Luesma	16 a 64	Mujeres	8
2014	50	50149	Luesma	65 y más	Mujeres	11
2014	50	50150	Lumpiaque	0 a 15	Mujeres	59
