Año	Municipio código	Municipio nombre	Contenedores de envases	Kg recogidos envases	Provincia codigo
2016	50235	San Mateo de Gállego	59	37392	50
2016	50236	Santa Cruz de Grío	3	1228	50
2016	50237	Santa Cruz de Moncayo	3	2318	50
2016	50238	Santa Eulalia de Gállego	2	2537	50
2016	50239	Santed	2	580	50
2016	50240	Sástago	16	12930	50
2016	50241	Saviñán	8	7074	50
2016	50242	Sediles	2	1000	50
2016	50243	Sestrica	5	3536	50
2016	50244	Sierra de Luna	5	2384	50
2016	50245	Sigüés	4	2375	50
2016	50246	Sisamón	1	343	50
2016	50247	Sobradiel	16	13354	50
2016	50248	Sos del Rey Católico	11	5481	50
2016	50249	Tabuenca	12	6215	50
2016	50250	Talamantes	5	1024	50
2016	50251	Tarazona	80	153928	50
2016	50252	Tauste	68	101706	50
2016	50253	Terrer	6	4951	50
2016	50254	Tierga	3	1759	50
2016	50255	Tobed	3	2313	50
2016	50256	Torralba de los Frailes	2	756	50
2016	50257	Torralba de Ribota	2	1771	50
2016	50258	Torralbilla	2	553	50
2016	50259	Torrehermosa	1	657	50
2016	50260	Torrelapaja	1	333	50
2016	50261	Torrellas	8	4584	50
2016	50262	Torres de Berrellén	18	18488	50
2016	50263	Torrijo de la Cañada	4	2332	50
2016	50264	Tosos	3	3062	50
2016	50265	Trasmoz	2	1346	50
2016	50266	Trasobares	2	1126	50
2016	50267	Uncastillo	12	6106	50
2016	50268	Undués de Lerda	1	545	50
2016	50269	Urrea de Jalón	4	3619	50
2016	50270	Urriés	1	330	50
2016	50271	Used	4	2530	50
2016	50272	Utebo	93	203720	50
2016	50273	Valdehorna	2	264	50
2016	50274	Val de San Martín	2	615	50
2016	50275	Valmadrid	2	474	50
2016	50276	Valpalmas	4	1268	50
2016	50277	Valtorres	2	628	50
2016	50278	Velilla de Ebro	9	2656	50
2016	50279	Velilla de Jiloca	2	1142	50
2016	50280	Vera de Moncayo	10	6613	50
2016	50281	Vierlas	2	1636	50
2016	50282	Vilueña (La)	2	1057	50
2016	50283	Villadoz	2	791	50
2016	50284	Villafeliche	3	1856	50
2016	50285	Villafranca de Ebro	16	8796	50
2016	50286	Villalba de Perejil	2	933	50
2016	50287	Villalengua	4	3313	50
2016	50288	Villanueva de Gállego	44	56548	50
2016	50289	Villanueva de Jiloca	2	501	50
2016	50290	Villanueva de Huerva	6	7335	50
2016	50291	Villar de los Navarros	2	993	50
2016	50292	Villarreal de Huerva	2	2170	50
2016	50293	Villarroya de la Sierra	7	4789	50
2016	50294	Villarroya del Campo	2	703	50
2016	50295	Vistabella	1	672	50
2016	50296	Zaida (La)	10	5025	50
2016	50297	Zaragoza	2150	8877000	50
2016	50298	Zuera	88	95840	50
2016	50901	Biel	6	1321	50
2016	50902	Marracos	2	839	50
2016	50903	Villamayor de Gállego	55	49780	50
2015	22001	Abiego	6	3805	22
2015	22002	Abizanda	4	1760	22
2015	22003	Adahuesca	6	2451	22
2015	22004	Agüero	4	3168	22
2015	22006	Aísa	18	7667	22
2015	22007	Albalate de Cinca	21	22171	22
2015	22008	Albalatillo	6	2642	22
2015	22009	Albelda	13	12540	22
2015	22011	Albero Alto	1	2640	22
2015	22012	Albero Bajo	3	1557	22
2015	22013	Alberuela de Tubo	7	4174	22
2015	22014	Alcalá de Gurrea	6	5851	22
2015	22015	Alcalá del Obispo	5	7372	22
2015	22016	Alcampell	15	11635	22
2015	22017	Alcolea de Cinca	15	20971	22
2015	22018	Alcubierre	9	5118	22
2015	22019	Alerre	3	4499	22
2015	22020	Alfántega	3	2511	22
2015	22021	Almudévar	33	53206	22
2015	22022	Almunia de San Juan	15	12572	22
2015	22023	Almuniente	16	6739	22
2015	22024	Alquézar	9	4233	22
2015	22025	Altorricón	22	24307	22
2015	22027	Angüés	7	8533	22
2015	22028	Ansó	7	9209	22
2015	22029	Antillón	1	3232	22
2015	22032	Aragüés del Puerto	2	2598	22
2015	22035	Arén	12	5275	22
2015	22036	Argavieso	1	2260	22
2015	22037	Arguis	2	2640	22
2015	22039	Ayerbe	14	23171	22
2015	22040	Azanuy-Alins	6	3028	22
2015	22041	Azara	4	2751	22
2015	22042	Azlor	3	1953	22
2015	22043	Baells	3	1860	22
2015	22044	Bailo	7	6125	22
2015	22045	Baldellou	2	1613	22
2015	22046	Ballobar	10	11690	22
2015	22047	Banastás	3	6400	22
2015	22048	Barbastro	174	243842	22
2015	22049	Barbués	3	1174	22
2015	22050	Barbuñales	3	1425	22
2015	22051	Bárcabo	0	0	22
2015	22052	Belver de Cinca	13	18169	22
2015	22053	Benabarre	22	19369	22
2015	22054	Benasque	52	36100	22
2015	22055	Berbegal	8	5573	22
2015	22057	Bielsa	14	6235	22
2015	22058	Bierge	14	3449	22
2015	22059	Biescas	56	32422	22
2015	22060	Binaced	21	28411	22
2015	22061	Binéfar	131	155697	22
2015	22062	Bisaurri	6	3007	22
2015	22063	Biscarrués	4	4414	22
2015	22064	Blecua y Torres	2	4267	22
2015	22066	Boltaña	47	13086	22
2015	22067	Bonansa	2	1411	22
2015	22068	Borau	2	1922	22
2015	22069	Broto	20	6574	22
2015	22072	Caldearenas	11	4393	22
2015	22074	Campo	8	7711	22
2015	22075	Camporrells	4	2436	22
2015	22076	Canal de Berdún	9	7942	22
2015	22077	Candasnos	6	4576	22
2015	22078	Canfranc	11	11702	22
2015	22079	Capdesaso	3	2170	22
2015	22080	Capella	10	6064	22
2015	22081	Casbas de Huesca	6	6231	22
2015	22082	Castejón del Puente	4	4974	22
2015	22083	Castejón de Monegros	11	7327	22
2015	22084	Castejón de Sos	18	12313	22
2015	22085	Castelflorite	2	1570	22
2015	22086	Castiello de Jaca	9	5133	22
2015	22087	Castigaleu	1	1596	22
2015	22088	Castillazuelo	4	2722	22
2015	22089	Castillonroy	7	5529	22
2015	22090	Colungo	2	1767	22
2015	22094	Chalamera	1	1390	22
2015	22095	Chía	2	1461	22
2015	22096	Chimillas	6	7879	22
2015	22099	Esplús	14	10631	22
2015	22102	Estada	3	3064	22
2015	22103	Estadilla	24	11715	22
2015	22105	Estopiñán del Castillo	6	2285	22
2015	22106	Fago	1	507	22
2015	22107	Fanlo	0	0	22
2015	22109	Fiscal	16	4638	22
2015	22110	Fonz	22	17722	22
2015	22111	Foradada del Toscar	5	3225	22
2015	22112	Fraga	123	201483	22
2015	22113	Fueva (La)	1	7819	22
2015	22114	Gistaín	3	1798	22
2015	22115	Grado (El)	19	6200	22
2015	22116	Grañén	40	24277	22
2015	22117	Graus	77	57602	22
2015	22119	Gurrea de Gállego	24	33267	22
2015	22122	Hoz de Jaca	4	1542	22
2015	22124	Huerto	6	3089	22
2015	22125	Huesca	447	1110067	22
2015	22126	Ibieca	2	2514	22
2015	22127	Igriés	7	14785	22
2015	22128	Ilche	4	3050	22
2015	22129	Isábena	10	4838	22
2015	22130	Jaca	70	170350	22
2015	22131	Jasa	4	2345	22
2015	22133	Labuerda	5	1948	22
2015	22135	Laluenga	5	3079	22
2015	22136	Lalueza	19	13070	22
2015	22137	Lanaja	28	16900	22
2015	22139	Laperdiguera	2	1340	22
2015	22141	Lascellas-Ponzano	4	2081	22
2015	22142	Lascuarre	2	2285	22
2015	22143	Laspaúles	8	5107	22
2015	22144	Laspuña	6	3746	22
2015	22149	Loarre	6	7139	22
2015	22150	Loporzano	6	11300	22
2015	22151	Loscorrales	1	2260	22
2015	22155	Monesma y Cajigar	1	1478	22
2015	22156	Monflorite-Lascasas	6	6231	22
2015	22157	Montanuy	31	3981	22
2015	22158	Monzón	203	240490	22
2015	22160	Naval	4	3649	22
2015	22162	Novales	2	3717	22
2015	22163	Nueno	12	11786	22
2015	22164	Olvena	2	812	22
2015	22165	Ontiñena	6	7694	22
2015	22167	Osso de Cinca	6	10408	22
2015	22168	Palo	0	0	22
2015	22170	Panticosa	38	15989	22
2015	22172	Peñalba	15	8820	22
2015	22173	Peñas de Riglos (Las)	6	5640	22
2015	22174	Peralta de Alcofea	16	8295	22
2015	22175	Peralta de Calasanz	6	3950	22
2015	22176	Peraltilla	3	2936	22
2015	22177	Perarrúa	3	1898	22
2015	22178	Pertusa	1	2556	22
2015	22181	Piracés	1	2239	22
2015	22182	Plan	10	3947	22
2015	22184	Poleñino	5	2757	22
2015	22186	Pozán de Vero	5	3207	22
2015	22187	Puebla de Castro (La)	6	6736	22
2015	22188	Puente de Montañana	5	1999	22
2015	22189	Puértolas	10	2728	22
2015	22190	Pueyo de Araguás (El)	0	0	22
2015	22193	Pueyo de Santa Cruz	5	6240	22
2015	22195	Quicena	5	6337	22
2015	22197	Robres	13	7339	22
2015	22199	Sabiñánigo	173	208749	22
2015	22200	Sahún	8	5107	22
2015	22201	Salas Altas	4	4546	22
2015	22202	Salas Bajas	3	2295	22
2015	22203	Salillas	1	2260	22
2015	22204	Sallent de Gállego	73	31345	22
2015	22205	San Esteban de Litera	10	8146	22
2015	22206	Sangarrén	6	2706	22
2015	22207	San Juan de Plan	5	1848	22
2015	22208	Santa Cilia	6	4752	22
2015	22209	Santa Cruz de la Serós	4	4055	22
2015	22212	Santaliestra y San Quílez	2	1663	22
2015	22213	Sariñena	85	54796	22
2015	22214	Secastilla	5	2453	22
2015	22215	Seira	7	2469	22
2015	22217	Sena	10	6586	22
2015	22218	Senés de Alcubierre	2	664	22
2015	22220	Sesa	2	4267	22
2015	22221	Sesué	5	1949	22
2015	22222	Siétamo	12	14257	22
2015	22223	Sopeira	5	1797	22
2015	22225	Tamarite de Litera	49	59310	22
2015	22226	Tardienta	24	12828	22
2015	22227	Tella-Sin	7	3268	22
2015	22228	Tierz	7	15504	22
2015	22229	Tolva	5	2486	22
2015	22230	Torla-Ordesa	24	3683	22
2015	22232	Torralba de Aragón	4	1442	22
2015	22233	Torre la Ribera	10	1781	22
2015	22234	Torrente de Cinca	11	16266	22
2015	22235	Torres de Alcanadre	2	1468	22
2015	22236	Torres de Barbués	11	3740	22
2015	22239	Tramaced	1	2049	22
2015	22242	Valfarta	2	932	22
2015	22243	Valle de Bardají	4	622	22
2015	22244	Valle de Lierp	4	974	22
2015	22245	Velilla de Cinca	5	6223	22
2015	22246	Beranuy	4	1629	22
2015	22247	Viacamp y Litera	3	722	22
2015	22248	Vicién	2	2577	22
2015	22249	Villanova	5	2671	22
2015	22250	Villanúa	16	10033	22
2015	22251	Villanueva de Sigena	12	5540	22
2015	22252	Yebra de Basa	4	2999	22
2015	22253	Yésero	2	1204	22
2015	22254	Zaidín	17	24797	22
2015	22901	Valle de Hecho	13	19073	22
2015	22902	Puente la Reina de Jaca	8	5830	22
2015	22903	San Miguel del Cinca	15	15728	22
2015	22904	Sotonera (La)	11	21397	22
2015	22905	Lupiñén-Ortilla	6	7879	22
2015	22906	Santa María de Dulcis	5	3221	22
2015	22907	Aínsa-Sobrarbe	67	27818	22
2015	22908	Hoz y Costeán	3	3378	22
2015	22909	Vencillón	8	6994	22
2015	44001	Ababuj	1	464	44
2015	44002	Abejuela	2	293	44
2015	44003	Aguatón	1	128	44
2015	44004	Aguaviva	7	6397	44
2015	44005	Aguilar del Alfambra	1	549	44
2015	44006	Alacón	10	3724	44
2015	44007	Alba	1	1513	44
2015	44008	Albalate del Arzobispo	29	21095	44
2015	44009	Albarracín	4	7556	44
2015	44010	Albentosa	3	1991	44
2015	44011	Alcaine	1	514	44
2015	44012	Alcalá de la Selva	5	3025	44
2015	44013	Alcañiz	147	250740	44
2015	44014	Alcorisa	34	36298	44
2015	44016	Alfambra	4	4188	44
2015	44017	Aliaga	2	2554	44
2015	44018	Almohaja	1	150	44
2015	44019	Alobras	1	535	44
2015	44020	Alpeñés	1	136	44
2015	44021	Allepuz	1	835	44
2015	44022	Alloza	10	7567	44
2015	44023	Allueva	1	168	44
2015	44024	Anadón	1	171	44
2015	44025	Andorra	90	96639	44
2015	44026	Arcos de las Salinas	2	713	44
2015	44027	Arens de Lledó	3	3457	44
2015	44028	Argente	1	1548	44
2015	44029	Ariño	10	9192	44
2015	44031	Azaila	6	1240	44
2015	44032	Bádenas	2	212	44
2015	44033	Báguena	5	3765	44
2015	44034	Bañón	2	1721	44
2015	44035	Barrachina	2	1531	44
2015	44036	Bea	1	313	44
2015	44037	Beceite	11	9691	44
2015	44038	Belmonte de San José	2	1269	44
2015	44039	Bello	4	2726	44
2015	44040	Berge	3	2612	44
2015	44041	Bezas	1	549	44
2015	44042	Blancas	2	1698	44
2015	44043	Blesa	1	778	44
2015	44044	Bordón	1	813	44
2015	44045	Bronchales	4	3046	44
2015	44046	Bueña	1	693	44
2015	44047	Burbáguena	3	3140	44
2015	44048	Cabra de Mora	2	499	44
2015	44049	Calaceite	13	17886	44
2015	44050	Calamocha	92	49932	44
2015	44051	Calanda	45	41448	44
2015	44052	Calomarde	1	628	44
2015	44053	Camañas	1	913	44
2015	44054	Camarena de la Sierra	0	0	44
2015	44055	Camarillas	1	735	44
2015	44056	Caminreal	10	7642	44
2015	44059	Cantavieja	5	5165	44
2015	44060	Cañada de Benatanduz	1	293	44
2015	44061	Cañada de Verich (La)	2	1078	44
2015	44062	Cañada Vellida	1	264	44
2015	44063	Cañizar del Olivar	1	706	44
2015	44064	Cascante del Río	1	585	44
2015	44065	Castejón de Tornos	1	704	44
2015	44066	Castel de Cabra	1	913	44
2015	44067	Castelnou	5	1458	44
2015	44068	Castelserás	12	8776	44
2015	44070	Castellar (El)	2	428	44
2015	44071	Castellote	12	5380	44
2015	44074	Cedrillas	5	4416	44
2015	44075	Celadas	2	2847	44
2015	44076	Cella	12	20105	44
2015	44077	Cerollera (La)	2	1121	44
2015	44080	Codoñera (La)	6	3954	44
2015	44082	Corbalán	1	756	44
2015	44084	Cortes de Aragón	1	435	44
2015	44085	Cosa	2	626	44
2015	44086	Cretas	10	9990	44
2015	44087	Crivillén	10	890	44
2015	44088	Cuba (La)	1	321	44
2015	44089	Cubla	1	392	44
2015	44090	Cucalón	2	1151	44
2015	44092	Cuervo (El)	1	606	44
2015	44093	Cuevas de Almudén	1	1035	44
2015	44094	Cuevas Labradas	1	906	44
2015	44096	Ejulve	10	2301	44
2015	44097	Escorihuela	1	1142	44
2015	44099	Escucha	4	6999	44
2015	44100	Estercuel	10	2728	44
2015	44101	Ferreruela de Huerva	4	715	44
2015	44102	Fonfría	1	335	44
2015	44103	Formiche Alto	2	1199	44
2015	44105	Fórnoles	1	1297	44
2015	44106	Fortanete	1	1434	44
2015	44107	Foz-Calanda	3	2844	44
2015	44108	Fresneda (La)	7	7779	44
2015	44109	Frías de Albarracín	1	1027	44
2015	44110	Fuenferrada	1	442	44
2015	44111	Fuentes Calientes	1	792	44
2015	44112	Fuentes Claras	9	5933	44
2015	44113	Fuentes de Rubielos	2	863	44
2015	44114	Fuentespalda	5	4970	44
2015	44115	Galve	2	1170	44
2015	44116	Gargallo	10	1305	44
2015	44117	Gea de Albarracín	4	2832	44
2015	44118	Ginebrosa (La)	4	2178	44
2015	44119	Griegos	1	1013	44
2015	44120	Guadalaviar	2	1769	44
2015	44121	Gúdar	2	542	44
2015	44122	Híjar	25	18365	44
2015	44123	Hinojosa de Jarque	2	970	44
2015	44124	Hoz de la Vieja (La)	1	578	44
2015	44125	Huesa del Común	1	521	44
2015	44126	Iglesuela del Cid (La)	2	3296	44
2015	44127	Jabaloyas	4	521	44
2015	44128	Jarque de la Val	1	585	44
2015	44129	Jatiel	3	500	44
2015	44130	Jorcas	1	264	44
2015	44131	Josa	1	257	44
2015	44132	Lagueruela	2	872	44
2015	44133	Lanzuela	1	335	44
2015	44135	Libros	1	920	44
2015	44136	Lidón	1	385	44
2015	44137	Linares de Mora	3	1955	44
2015	44138	Loscos	3	1721	44
2015	44141	Lledó	5	2809	44
2015	44142	Maicas	1	250	44
2015	44143	Manzanera	11	3753	44
2015	44144	Martín del Río	4	3118	44
2015	44145	Mas de las Matas	16	13999	44
2015	44146	Mata de los Olmos (La)	3	2834	44
2015	44147	Mazaleón	6	8976	44
2015	44148	Mezquita de Jarque	1	835	44
2015	44149	Mirambel	1	835	44
2015	44150	Miravete de la Sierra	1	243	44
2015	44151	Molinos	1	1884	44
2015	44152	Monforte de Moyuela	1	704	44
2015	44153	Monreal del Campo	47	29452	44
2015	44154	Monroyo	5	6051	44
2015	44155	Montalbán	7	9525	44
2015	44156	Monteagudo del Castillo	1	392	44
2015	44157	Monterde de Albarracín	1	521	44
2015	44158	Mora de Rubielos	12	11501	44
2015	44159	Moscardón	1	428	44
2015	44160	Mosqueruela	8	4288	44
2015	44161	Muniesa	4	4552	44
2015	44163	Noguera de Albarracín	1	977	44
2015	44164	Nogueras	2	335	44
2015	44165	Nogueruelas	3	1527	44
2015	44167	Obón	1	300	44
2015	44168	Odón	4	2648	44
2015	44169	Ojos Negros	6	4704	44
2015	44171	Olba	7	1876	44
2015	44172	Oliete	10	5005	44
2015	44173	Olmos (Los)	2	1375	44
2015	44174	Orihuela del Tremedal	5	3846	44
2015	44175	Orrios	1	999	44
2015	44176	Palomar de Arroyos	1	1313	44
2015	44177	Pancrudo	4	835	44
2015	44178	Parras de Castellote (Las)	3	613	44
2015	44179	Peñarroya de Tastavins	9	8095	44
2015	44180	Peracense	3	771	44
2015	44181	Peralejos	1	606	44
2015	44182	Perales del Alfambra	2	1805	44
2015	44183	Pitarque	1	664	44
2015	44184	Plou	1	328	44
2015	44185	Pobo (El)	1	1056	44
2015	44187	Portellada (La)	3	3890	44
2015	44189	Pozondón	1	449	44
2015	44190	Pozuel del Campo	2	905	44
2015	44191	Puebla de Híjar (La)	23	10052	44
2015	44192	Puebla de Valverde (La)	7	3717	44
2015	44193	Puertomingalvo	3	835	44
2015	44194	Ráfales	2	2360	44
2015	44195	Rillo	2	756	44
2015	44196	Riodeva	1	1177	44
2015	44197	Ródenas	1	535	44
2015	44198	Royuela	1	1620	44
2015	44199	Rubiales	1	364	44
2015	44200	Rubielos de la Cérida	1	458	44
2015	44201	Rubielos de Mora	9	4902	44
2015	44203	Salcedillo	1	71	44
2015	44204	Saldón	1	193	44
2015	44205	Samper de Calanda	15	8969	44
2015	44206	San Agustín	3	1006	44
2015	44207	San Martín del Río	3	2000	44
2015	44208	Santa Cruz de Nogueras	2	469	44
2015	44209	Santa Eulalia	7	7927	44
2015	44210	Sarrión	10	8219	44
2015	44211	Segura de los Baños	1	278	44
2015	44212	Seno	3	444	44
2015	44213	Singra	1	849	44
2015	44215	Terriente	2	1263	44
2015	44216	Teruel	139	303670	44
2015	44217	Toril y Masegoso	1	228	44
2015	44218	Tormón	1	200	44
2015	44219	Tornos	3	2581	44
2015	44220	Torralba de los Sisones	3	1899	44
2015	44221	Torrecilla de Alcañiz	7	4388	44
2015	44222	Torrecilla del Rebollar	4	1587	44
2015	44223	Torre de Arcas	1	1380	44
2015	44224	Torre de las Arcas	1	200	44
2015	44225	Torre del Compte	4	2360	44
2015	44226	Torrelacárcel	1	1406	44
2015	44227	Torre los Negros	1	1050	44
2015	44228	Torremocha de Jiloca	1	899	44
2015	44229	Torres de Albarracín	1	1241	44
2015	44230	Torrevelilla	3	2199	44
2015	44231	Torrijas	2	321	44
2015	44232	Torrijo del Campo	5	5687	44
2015	44234	Tramacastiel	2	528	44
2015	44235	Tramacastilla	1	856	44
2015	44236	Tronchón	1	585	44
2015	44237	Urrea de Gaén	7	5146	44
2015	44238	Utrillas	15	22788	44
2015	44239	Valacloche	1	164	44
2015	44240	Valbona	2	1413	44
2015	44241	Valdealgorfa	7	6873	44
2015	44243	Valdecuenca	1	285	44
2015	44244	Valdelinares	1	642	44
2015	44245	Valdeltormo	5	5236	44
2015	44246	Valderrobres	41	38846	44
2015	44247	Valjunquera	10	6067	44
2015	44249	Vallecillo (El)	1	357	44
2015	44250	Veguillas de la Sierra	1	164	44
2015	44251	Villafranca del Campo	5	3508	44
2015	44252	Villahermosa del Campo	2	1162	44
2015	44256	Villanueva del Rebollar de la Sierra	1	371	44
2015	44257	Villar del Cobo	1	1356	44
2015	44258	Villar del Salz	1	838	44
2015	44260	Villarluengo	2	1384	44
2015	44261	Villarquemado	5	6321	44
2015	44262	Villarroya de los Pinares	1	1142	44
2015	44263	Villastar	2	3724	44
2015	44264	Villel	2	2483	44
2015	44265	Vinaceite	8	2854	44
2015	44266	Visiedo	1	977	44
2015	44267	Vivel del Río Martín	1	557	44
2015	44268	Zoma (La)	1	136	44
2015	50001	Abanto	2	1070	50
2015	50002	Acered	3	1631	50
2015	50003	Agón	6	2518	50
2015	50004	Aguarón	7	9918	50
2015	50005	Aguilón	3	3240	50
2015	50006	Ainzón	26	18874	50
2015	50007	Aladrén	1	673	50
2015	50008	Alagón	91	83221	50
2015	50009	Alarba	2	1449	50
2015	50010	Alberite de San Juan	4	1397	50
2015	50011	Albeta	5	2485	50
2015	50012	Alborge	3	1203	50
2015	50013	Alcalá de Ebro	5	3316	50
2015	50014	Alcalá de Moncayo	2	3097	50
2015	50015	Alconchel de Ariza	2	776	50
2015	50016	Aldehuela de Liestos	1	371	50
2015	50017	Alfajarín	38	23542	50
2015	50018	Alfamén	16	18378	50
2015	50019	Alforque	2	679	50
2015	50020	Alhama de Aragón	12	10558	50
2015	50021	Almochuel	0	0	50
2015	50022	Almolda (La)	12	7684	50
2015	50023	Almonacid de la Cuba	0	0	50
2015	50024	Almonacid de la Sierra	8	5977	50
2015	50025	Almunia de Doña Godina (La)	89	62277	50
2015	50026	Alpartir	6	4562	50
2015	50027	Ambel	5	4191	50
2015	50028	Anento	2	779	50
2015	50029	Aniñón	9	7168	50
2015	50030	Añón de Moncayo	4	3553	50
2015	50031	Aranda de Moncayo	3	1669	50
2015	50032	Arándiga	5	3494	50
2015	50033	Ardisa	2	599	50
2015	50034	Ariza	13	11221	50
2015	50035	Artieda	2	1817	50
2015	50036	Asín	2	898	50
2015	50037	Atea	2	1149	50
2015	50038	Ateca	21	19118	50
2015	50039	Azuara	0	0	50
2015	50040	Badules	2	719	50
2015	50041	Bagüés	1	128	50
2015	50042	Balconchán	1	89	50
2015	50043	Bárboles	4	3741	50
2015	50044	Bardallur	5	2360	50
2015	50045	Belchite	0	0	50
2015	50046	Belmonte de Gracián	3	2093	50
2015	50047	Berdejo	1	521	50
2015	50048	Berrueco	1	282	50
2015	50050	Bijuesca	2	994	50
2015	50051	Biota	17	8744	50
2015	50052	Bisimbre	3	1576	50
2015	50053	Boquiñeni	8	10574	50
2015	50054	Bordalba	1	606	50
2015	50055	Borja	97	80092	50
2015	50056	Botorrita	8	4832	50
2015	50057	Brea de Aragón	21	15560	50
2015	50058	Bubierca	1	720	50
2015	50059	Bujaraloz	22	13032	50
2015	50060	Bulbuente	9	3882	50
2015	50061	Bureta	10	4191	50
2015	50062	Burgo de Ebro (El)	23	17960	50
2015	50063	Buste (El)	2	1151	50
2015	50064	Cabañas de Ebro	10	6325	50
2015	50065	Cabolafuente	1	369	50
2015	50066	Cadrete	45	33786	50
2015	50067	Calatayud	240	315820	50
2015	50068	Calatorao	34	23008	50
2015	50069	Calcena	2	700	50
2015	50070	Calmarza	1	720	50
2015	50071	Campillo de Aragón	2	1449	50
2015	50072	Carenas	3	1657	50
2015	50073	Cariñena	42	43074	50
2015	50074	Caspe	85	116312	50
2015	50075	Castejón de Alarba	2	795	50
2015	50076	Castejón de las Armas	2	994	50
2015	50077	Castejón de Valdejasa	4	2028	50
2015	50078	Castiliscar	5	2498	50
2015	50079	Cervera de la Cañada	4	2992	50
2015	50080	Cerveruela	1	274	50
2015	50081	Cetina	8	6306	50
2015	50082	Cimballa	2	1079	50
2015	50083	Cinco Olivas	3	1048	50
2015	50084	Clarés de Ribota	2	729	50
2015	50085	Codo	0	0	50
2015	50086	Codos	3	1884	50
2015	50087	Contamina	1	369	50
2015	50088	Cosuenda	4	4697	50
2015	50089	Cuarte de Huerva	120	110670	50
2015	50090	Cubel	3	1364	50
2015	50091	Cuerlas (Las)	1	378	50
2015	50092	Chiprana	5	6022	50
2015	50093	Chodes	2	1073	50
2015	50094	Daroca	23	16260	50
2015	50095	Ejea de los Caballeros	195	191668	50
2015	50096	Embid de Ariza	1	464	50
2015	50098	Encinacorba	3	2928	50
2015	50099	Épila	43	36503	50
2015	50100	Erla	6	3208	50
2015	50101	Escatrón	21	10797	50
2015	50102	Fabara	12	14423	50
2015	50104	Farlete	8	5195	50
2015	50105	Fayón	8	4077	50
2015	50106	Fayos (Los)	3	2589	50
2015	50107	Figueruelas	19	14905	50
2015	50108	Fombuena	1	400	50
2015	50109	Frago (El)	2	890	50
2015	50110	Frasno (El)	5	4157	50
2015	50111	Fréscano	7	3362	50
2015	50113	Fuendejalón	16	13952	50
