Municipio código	Municipio nombre	Año	Orden	Siglas	Concejales
44001	Ababuj	2007	2	PP	1,0
44001	Ababuj	2007	3	PAR	0,0
44001	Ababuj	2011	1	PP	1,0
44001	Ababuj	2011	2	PSOE	1,0
44001	Ababuj	2011	3	PAR	1,0
44001	Ababuj	2015	5	PAR	1,0
44001	Ababuj	2015	6	PSOE	1,0
44001	Ababuj	2015	8	PP	1,0
44002	Abejuela	2007	1	PSOE	1,0
44002	Abejuela	2007	2	PP	0,0
44002	Abejuela	2007	3	PAR	0,0
44002	Abejuela	2011	1	PP	1,0
44002	Abejuela	2011	2	PSOE	1,0
44002	Abejuela	2011	3	PAR	1,0
44002	Abejuela	2015	5	PAR	2,0
44002	Abejuela	2015	6	PSOE	1,0
44002	Abejuela	2015	8	PP	0,0
44003	Aguatón	2007	1	PSOE	1,0
44003	Aguatón	2007	2	PP	0,0
44003	Aguatón	2011	1	PP	0,0
44003	Aguatón	2011	2	PSOE	1,0
44003	Aguatón	2015	6	PSOE	1,0
44003	Aguatón	2015	8	PP	0,0
44004	Aguaviva	2007	1	PSOE	2,0
44004	Aguaviva	2007	2	PP	0,0
44004	Aguaviva	2007	3	PAR	5,0
44004	Aguaviva	2011	1	PP	0,0
44004	Aguaviva	2011	2	PSOE	3,0
44004	Aguaviva	2011	3	PAR	4,0
44004	Aguaviva	2015	5	PAR	3,0
44004	Aguaviva	2015	8	PP	0,0
44004	Aguaviva	2015	45	G:IU-LV	4,0
44005	Aguilar del Alfambra	2007	1	PSOE	1,0
44005	Aguilar del Alfambra	2007	2	PP	0,0
44005	Aguilar del Alfambra	2007	3	PAR	0,0
44005	Aguilar del Alfambra	2011	1	PP	1,0
44005	Aguilar del Alfambra	2011	2	PSOE	1,0
44005	Aguilar del Alfambra	2011	3	PAR	1,0
44005	Aguilar del Alfambra	2015	5	PAR	1,0
44005	Aguilar del Alfambra	2015	6	PSOE	1,0
44005	Aguilar del Alfambra	2015	8	PP	1,0
44006	Alacón	2007	1	PSOE	3,0
44006	Alacón	2007	2	PP	4,0
44006	Alacón	2011	2	PSOE	3,0
44006	Alacón	2011	3	PAR	4,0
44006	Alacón	2015	5	PAR	3,0
44006	Alacón	2015	6	PSOE	4,0
44007	Alba	2007	1	PSOE	2,0
44007	Alba	2007	2	PP	4,0
44007	Alba	2007	3	PAR	1,0
44007	Alba	2011	1	PP	4,0
44007	Alba	2011	2	PSOE	0,0
44007	Alba	2011	3	PAR	1,0
44007	Alba	2011	4	CHA	0,0
44007	Alba	2015	5	PAR	1,0
44007	Alba	2015	6	PSOE	0,0
44007	Alba	2015	7	CHA	0,0
44007	Alba	2015	8	PP	4,0
44008	Albalate del Arzobispo	2007	1	PSOE	6,0
44008	Albalate del Arzobispo	2007	2	PP	2,0
44008	Albalate del Arzobispo	2007	3	PAR	0,0
44008	Albalate del Arzobispo	2007	4	CHA	3,0
44008	Albalate del Arzobispo	2011	1	PP	3,0
44008	Albalate del Arzobispo	2011	2	PSOE	6,0
44008	Albalate del Arzobispo	2011	3	PAR	1,0
44008	Albalate del Arzobispo	2011	4	CHA	1,0
44008	Albalate del Arzobispo	2015	5	PAR	1,0
44008	Albalate del Arzobispo	2015	6	PSOE	7,0
44008	Albalate del Arzobispo	2015	8	PP	3,0
44009	Albarracín	2007	1	PSOE	3,0
44009	Albarracín	2007	2	PP	2,0
44009	Albarracín	2007	3	PAR	4,0
44009	Albarracín	2007	4	CHA	0,0
44009	Albarracín	2011	1	PP	2,0
44009	Albarracín	2011	2	PSOE	3,0
44009	Albarracín	2011	3	PAR	4,0
44009	Albarracín	2011	4	CHA	0,0
44009	Albarracín	2015	5	PAR	4,0
44009	Albarracín	2015	6	PSOE	2,0
44009	Albarracín	2015	7	CHA	2,0
44009	Albarracín	2015	8	PP	1,0
44010	Albentosa	2007	1	PSOE	4,0
44010	Albentosa	2007	2	PP	2,0
44010	Albentosa	2007	3	PAR	1,0
44010	Albentosa	2011	1	PP	2,0
44010	Albentosa	2011	2	PSOE	4,0
44010	Albentosa	2011	3	PAR	1,0
44010	Albentosa	2015	5	PAR	1,0
44010	Albentosa	2015	6	PSOE	4,0
44010	Albentosa	2015	8	PP	2,0
44011	Alcaine	2007	1	PSOE	1,0
44011	Alcaine	2007	2	PP	0,0
44011	Alcaine	2011	1	PP	0,0
44011	Alcaine	2011	2	PSOE	3,0
44011	Alcaine	2011	5	IU	0,0
44011	Alcaine	2015	5	PAR	2,0
44011	Alcaine	2015	6	PSOE	1,0
44012	Alcalá de la Selva	2007	1	PSOE	3,0
44012	Alcalá de la Selva	2007	2	PP	2,0
44012	Alcalá de la Selva	2007	3	PAR	2,0
44012	Alcalá de la Selva	2011	1	PP	2,0
44012	Alcalá de la Selva	2011	2	PSOE	3,0
44012	Alcalá de la Selva	2011	3	PAR	2,0
44012	Alcalá de la Selva	2011	39	LVE	0,0
44012	Alcalá de la Selva	2015	5	PAR	3,0
44012	Alcalá de la Selva	2015	6	PSOE	1,0
44012	Alcalá de la Selva	2015	8	PP	3,0
44012	Alcalá de la Selva	2015	39	G:IU-LV	0,0
44013	Alcañiz	2007	1	PSOE	4,0
44013	Alcañiz	2007	2	PP	4,0
44013	Alcañiz	2007	3	PAR	4,0
44013	Alcañiz	2007	4	CHA	0,0
44013	Alcañiz	2007	5	IU	5,0
44013	Alcañiz	2011	1	PP	6,0
44013	Alcañiz	2011	2	PSOE	3,0
44013	Alcañiz	2011	3	PAR	5,0
44013	Alcañiz	2011	4	CHA	0,0
44013	Alcañiz	2011	5	IU	3,0
44013	Alcañiz	2015	4	C's	1,0
44013	Alcañiz	2015	5	PAR	3,0
44013	Alcañiz	2015	6	PSOE	3,0
44013	Alcañiz	2015	8	PP	7,0
44013	Alcañiz	2015	20	G:IU-LV	3,0
44013	Alcañiz	2015	26	CHA	0,0
44013	Alcañiz	2015	58	G.B.A.	0,0
44014	Alcorisa	2007	1	PSOE	3,0
44014	Alcorisa	2007	2	PP	5,0
44014	Alcorisa	2007	3	PAR	1,0
44014	Alcorisa	2007	4	CHA	1,0
44014	Alcorisa	2007	5	IU	1,0
44014	Alcorisa	2011	1	PP	3,0
44014	Alcorisa	2011	2	PSOE	5,0
44014	Alcorisa	2011	3	PAR	2,0
44014	Alcorisa	2011	4	CHA	1,0
44014	Alcorisa	2011	5	IU	0,0
44014	Alcorisa	2011	7	COMPROMISO CON ARAGON	0,0
44014	Alcorisa	2015	5	PAR	1,0
44014	Alcorisa	2015	6	PSOE	5,0
44014	Alcorisa	2015	8	PP	4,0
44014	Alcorisa	2015	26	CHA	0,0
44014	Alcorisa	2015	53	G:IU-LV	1,0
44016	Alfambra	2007	1	PSOE	2,0
44016	Alfambra	2007	2	PP	1,0
44016	Alfambra	2007	3	PAR	4,0
44016	Alfambra	2011	1	PP	1,0
44016	Alfambra	2011	2	PSOE	1,0
44016	Alfambra	2011	3	PAR	3,0
44016	Alfambra	2011	7	COMPROMISO CON ARAGON	2,0
44016	Alfambra	2015	5	PAR	4,0
44016	Alfambra	2015	6	PSOE	2,0
44016	Alfambra	2015	8	PP	1,0
44017	Aliaga	2007	1	PSOE	5,0
44017	Aliaga	2007	2	PP	1,0
44017	Aliaga	2007	3	PAR	1,0
44017	Aliaga	2007	4	CHA	0,0
44017	Aliaga	2011	1	PP	1,0
44017	Aliaga	2011	2	PSOE	2,0
44017	Aliaga	2011	3	PAR	4,0
44017	Aliaga	2015	5	PAR	5,0
44017	Aliaga	2015	6	PSOE	2,0
44017	Aliaga	2015	8	PP	0,0
44018	Almohaja	2007	1	PSOE	0,0
44018	Almohaja	2007	2	PP	1,0
44018	Almohaja	2011	3	PAR	1,0
44018	Almohaja	2015	4	C's	0,0
44018	Almohaja	2015	5	PAR	1,0
44019	Alobras	2007	1	PSOE	0,0
44019	Alobras	2007	2	PP	1,0
44019	Alobras	2007	3	PAR	0,0
44019	Alobras	2011	1	PP	2,0
44019	Alobras	2011	2	PSOE	0,0
44019	Alobras	2011	3	PAR	1,0
44019	Alobras	2015	5	PAR	1,0
44019	Alobras	2015	8	PP	2,0
44020	Alpeñés	2007	1	PSOE	0,0
44020	Alpeñés	2007	3	PAR	1,0
44020	Alpeñés	2011	1	PP	1,0
44020	Alpeñés	2011	7	COMPROMISO CON ARAGON	0,0
44020	Alpeñés	2015	8	PP	1,0
44021	Allepuz	2007	1	PSOE	1,0
44021	Allepuz	2007	2	PP	2,0
44021	Allepuz	2007	3	PAR	2,0
44021	Allepuz	2007	4	CHA	0,0
44021	Allepuz	2011	1	PP	2,0
44021	Allepuz	2011	2	PSOE	1,0
44021	Allepuz	2011	3	PAR	2,0
44021	Allepuz	2011	4	CHA	0,0
44021	Allepuz	2015	6	PSOE	0,0
44021	Allepuz	2015	8	PP	1,0
44021	Allepuz	2015	79	UxA	4,0
44022	Alloza	2007	1	PSOE	3,0
44022	Alloza	2007	2	PP	1,0
44022	Alloza	2007	3	PAR	3,0
44022	Alloza	2011	1	PP	1,0
44022	Alloza	2011	2	PSOE	4,0
44022	Alloza	2011	3	PAR	2,0
44022	Alloza	2011	5	IU	0,0
44022	Alloza	2015	5	PAR	6,0
44022	Alloza	2015	6	PSOE	1,0
44022	Alloza	2015	8	PP	0,0
44023	Allueva	2007	1	PSOE	1,0
44023	Allueva	2007	2	PP	0,0
44023	Allueva	2007	3	PAR	0,0
44023	Allueva	2011	1	PP	0,0
44023	Allueva	2011	2	PSOE	1,0
44023	Allueva	2015	5	PAR	0,0
44023	Allueva	2015	8	PP	1,0
44024	Anadón	2007	1	PSOE	0,0
44024	Anadón	2007	2	PP	1,0
44024	Anadón	2011	1	PP	1,0
44024	Anadón	2015	8	PP	1,0
44025	Andorra	2007	1	PSOE	4,0
44025	Andorra	2007	2	PP	3,0
44025	Andorra	2007	3	PAR	0,0
44025	Andorra	2007	4	CHA	0,0
44025	Andorra	2007	5	IU	6,0
44025	Andorra	2011	1	PP	4,0
44025	Andorra	2011	2	PSOE	3,0
44025	Andorra	2011	3	PAR	1,0
44025	Andorra	2011	4	CHA	0,0
44025	Andorra	2011	5	IU	5,0
44025	Andorra	2015	5	PAR	2,0
44025	Andorra	2015	6	PSOE	3,0
44025	Andorra	2015	7	CHA	1,0
44025	Andorra	2015	8	PP	2,0
44025	Andorra	2015	27	G:IU-LV	4,0
44025	Andorra	2015	49	Asamblea Abierta	1,0
44026	Arcos de las Salinas	2007	1	PSOE	1,0
44026	Arcos de las Salinas	2007	2	PP	4,0
44026	Arcos de las Salinas	2007	3	PAR	0,0
44026	Arcos de las Salinas	2007	4	CHA	0,0
44026	Arcos de las Salinas	2007	5	IU	0,0
44026	Arcos de las Salinas	2011	1	PP	4,0
44026	Arcos de las Salinas	2011	2	PSOE	1,0
44026	Arcos de las Salinas	2015	5	PAR	0,0
44026	Arcos de las Salinas	2015	6	PSOE	1,0
44026	Arcos de las Salinas	2015	8	PP	2,0
44027	Arens de Lledó	2007	1	PSOE	4,0
44027	Arens de Lledó	2007	2	PP	1,0
44027	Arens de Lledó	2007	3	PAR	0,0
44027	Arens de Lledó	2007	4	CHA	0,0
44027	Arens de Lledó	2011	1	PP	1,0
44027	Arens de Lledó	2011	2	PSOE	4,0
44027	Arens de Lledó	2011	3	PAR	0,0
44027	Arens de Lledó	2015	6	PSOE	4,0
44027	Arens de Lledó	2015	8	PP	1,0
44028	Argente	2007	1	PSOE	0,0
44028	Argente	2007	2	PP	5,0
44028	Argente	2007	4	CHA	0,0
44028	Argente	2011	1	PP	4,0
44028	Argente	2011	2	PSOE	1,0
44028	Argente	2015	5	PAR	1,0
44028	Argente	2015	6	PSOE	1,0
44028	Argente	2015	8	PP	3,0
44029	Ariño	2007	1	PSOE	4,0
44029	Ariño	2007	2	PP	3,0
44029	Ariño	2011	1	PP	3,0
44029	Ariño	2011	2	PSOE	4,0
44029	Ariño	2011	38	DN	0,0
44029	Ariño	2015	5	PAR	0,0
44029	Ariño	2015	6	PSOE	4,0
44029	Ariño	2015	8	PP	3,0
44031	Azaila	2007	1	PSOE	4,0
44031	Azaila	2007	2	PP	0,0
44031	Azaila	2007	3	PAR	1,0
44031	Azaila	2007	4	CHA	0,0
44031	Azaila	2011	2	PSOE	4,0
44031	Azaila	2011	3	PAR	1,0
44031	Azaila	2015	5	PAR	1,0
44031	Azaila	2015	6	PSOE	4,0
44031	Azaila	2015	8	PP	0,0
44032	Bádenas	2007	1	PSOE	1,0
44032	Bádenas	2007	2	PP	0,0
44032	Bádenas	2007	3	PAR	0,0
44032	Bádenas	2011	2	PSOE	1,0
44032	Bádenas	2015	5	PAR	0,0
44032	Bádenas	2015	6	PSOE	1,0
44032	Bádenas	2015	8	PP	0,0
44033	Báguena	2007	1	PSOE	4,0
44033	Báguena	2007	2	PP	2,0
44033	Báguena	2007	3	PAR	1,0
44033	Báguena	2007	4	CHA	0,0
44033	Báguena	2011	1	PP	2,0
44033	Báguena	2011	2	PSOE	4,0
44033	Báguena	2011	3	PAR	1,0
44033	Báguena	2011	4	CHA	0,0
44033	Báguena	2015	5	PAR	2,0
44033	Báguena	2015	6	PSOE	2,0
44033	Báguena	2015	7	CHA	1,0
44033	Báguena	2015	8	PP	2,0
44034	Bañón	2007	1	PSOE	1,0
44034	Bañón	2007	2	PP	0,0
44034	Bañón	2007	3	PAR	4,0
44034	Bañón	2007	4	CHA	0,0
44034	Bañón	2011	1	PP	0,0
44034	Bañón	2011	2	PSOE	1,0
44034	Bañón	2011	3	PAR	4,0
44034	Bañón	2015	5	PAR	5,0
44034	Bañón	2015	6	PSOE	0,0
44035	Barrachina	2007	1	PSOE	0,0
44035	Barrachina	2007	2	PP	5,0
44035	Barrachina	2007	3	PAR	0,0
44035	Barrachina	2007	4	CHA	0,0
44035	Barrachina	2011	1	PP	5,0
44035	Barrachina	2011	2	PSOE	0,0
44035	Barrachina	2011	3	PAR	0,0
44035	Barrachina	2011	4	CHA	0,0
44035	Barrachina	2015	5	PAR	0,0
44035	Barrachina	2015	6	PSOE	0,0
44035	Barrachina	2015	8	PP	5,0
44036	Bea	2007	1	PSOE	0,0
44036	Bea	2007	2	PP	1,0
44036	Bea	2007	3	PAR	0,0
44036	Bea	2011	1	PP	1,0
44036	Bea	2011	2	PSOE	0,0
44036	Bea	2015	5	PAR	0,0
44036	Bea	2015	6	PSOE	0,0
44036	Bea	2015	8	PP	1,0
44037	Beceite	2007	1	PSOE	2,0
44037	Beceite	2007	2	PP	3,0
44037	Beceite	2007	3	PAR	2,0
44037	Beceite	2011	1	PP	3,0
44037	Beceite	2011	2	PSOE	3,0
44037	Beceite	2011	3	PAR	1,0
44037	Beceite	2011	4	CHA	0,0
44037	Beceite	2015	6	PSOE	3,0
44037	Beceite	2015	8	PP	4,0
44038	Belmonte de San José	2007	1	PSOE	1,0
44038	Belmonte de San José	2007	2	PP	0,0
44038	Belmonte de San José	2007	3	PAR	4,0
44038	Belmonte de San José	2007	4	CHA	0,0
44038	Belmonte de San José	2011	1	PP	2,0
44038	Belmonte de San José	2011	2	PSOE	2,0
44038	Belmonte de San José	2011	3	PAR	1,0
44038	Belmonte de San José	2011	4	CHA	0,0
44038	Belmonte de San José	2015	5	PAR	0,0
44038	Belmonte de San José	2015	6	PSOE	1,0
44038	Belmonte de San José	2015	8	PP	4,0
44038	Belmonte de San José	2015	26	CHA	0,0
44039	Bello	2007	1	PSOE	2,0
44039	Bello	2007	2	PP	3,0
44039	Bello	2007	3	PAR	2,0
44039	Bello	2007	4	CHA	0,0
44039	Bello	2011	1	PP	2,0
44039	Bello	2011	2	PSOE	1,0
44039	Bello	2011	3	PAR	4,0
44039	Bello	2015	5	PAR	4,0
44039	Bello	2015	6	PSOE	0,0
44039	Bello	2015	7	CHA	0,0
44039	Bello	2015	8	PP	1,0
44040	Berge	2007	1	PSOE	0,0
44040	Berge	2007	2	PP	4,0
44040	Berge	2007	3	PAR	0,0
44040	Berge	2007	36	FIA	1,0
44040	Berge	2011	1	PP	4,0
44040	Berge	2011	2	PSOE	2,0
44040	Berge	2011	3	PAR	0,0
44040	Berge	2011	8	FIA	1,0
44040	Berge	2015	5	PAR	0,0
44040	Berge	2015	6	PSOE	4,0
44040	Berge	2015	8	PP	1,0
44041	Bezas	2007	1	PSOE	1,0
44041	Bezas	2007	2	PP	0,0
44041	Bezas	2007	3	PAR	0,0
44041	Bezas	2011	2	PSOE	1,0
44041	Bezas	2011	3	PAR	0,0
44041	Bezas	2015	5	PAR	0,0
44041	Bezas	2015	6	PSOE	1,0
44041	Bezas	2015	8	PP	0,0
44042	Blancas	2007	1	PSOE	1,0
44042	Blancas	2007	2	PP	2,0
44042	Blancas	2007	3	PAR	1,0
44042	Blancas	2007	4	CHA	1,0
44042	Blancas	2011	1	PP	2,0
44042	Blancas	2011	2	PSOE	0,0
44042	Blancas	2011	3	PAR	3,0
44042	Blancas	2015	4	C's	2,0
44042	Blancas	2015	5	PAR	3,0
44042	Blancas	2015	6	PSOE	0,0
44043	Blesa	2007	1	PSOE	0,0
44043	Blesa	2007	2	PP	2,0
44043	Blesa	2007	3	PAR	3,0
44043	Blesa	2007	4	CHA	0,0
44043	Blesa	2011	1	PP	1,0
44043	Blesa	2011	2	PSOE	0,0
44043	Blesa	2011	3	PAR	0,0
44043	Blesa	2011	7	COMPROMISO CON ARAGON	4,0
44043	Blesa	2015	5	PAR	0,0
44043	Blesa	2015	6	PSOE	0,0
44043	Blesa	2015	8	PP	1,0
44043	Blesa	2015	12	COMPROMISO CON ARAGON	4,0
44044	Bordón	2007	1	PSOE	0,0
44044	Bordón	2007	2	PP	0,0
44044	Bordón	2007	3	PAR	5,0
44044	Bordón	2007	4	CHA	0,0
44044	Bordón	2011	1	PP	1,0
44044	Bordón	2011	2	PSOE	0,0
44044	Bordón	2011	3	PAR	4,0
44044	Bordón	2015	5	PAR	5,0
44044	Bordón	2015	6	PSOE	0,0
44044	Bordón	2015	8	PP	0,0
44045	Bronchales	2007	1	PSOE	2,0
44045	Bronchales	2007	2	PP	3,0
44045	Bronchales	2007	3	PAR	0,0
44045	Bronchales	2007	4	CHA	2,0
44045	Bronchales	2011	1	PP	3,0
44045	Bronchales	2011	2	PSOE	2,0
44045	Bronchales	2011	3	PAR	0,0
44045	Bronchales	2011	4	CHA	2,0
44045	Bronchales	2015	4	C's	2,0
44045	Bronchales	2015	6	PSOE	2,0
44045	Bronchales	2015	7	CHA	2,0
44045	Bronchales	2015	8	PP	1,0
44046	Bueña	2007	1	PSOE	1,0
44046	Bueña	2007	2	PP	0,0
44046	Bueña	2007	3	PAR	0,0
44046	Bueña	2011	1	PP	0,0
44046	Bueña	2011	2	PSOE	2,0
44046	Bueña	2011	3	PAR	1,0
44046	Bueña	2015	5	PAR	1,0
44046	Bueña	2015	6	PSOE	2,0
44046	Bueña	2015	8	PP	0,0
44047	Burbáguena	2007	1	PSOE	1,0
44047	Burbáguena	2007	2	PP	2,0
44047	Burbáguena	2007	3	PAR	4,0
44047	Burbáguena	2007	4	CHA	0,0
44047	Burbáguena	2011	1	PP	1,0
44047	Burbáguena	2011	2	PSOE	1,0
44047	Burbáguena	2011	3	PAR	3,0
44047	Burbáguena	2011	4	CHA	2,0
44047	Burbáguena	2015	5	PAR	4,0
44047	Burbáguena	2015	7	CHA	2,0
44047	Burbáguena	2015	8	PP	1,0
44048	Cabra de Mora	2007	1	PSOE	1,0
44048	Cabra de Mora	2007	2	PP	4,0
44048	Cabra de Mora	2007	3	PAR	0,0
44048	Cabra de Mora	2007	4	CHA	0,0
44048	Cabra de Mora	2007	5	IU	0,0
44048	Cabra de Mora	2011	1	PP	2,0
44048	Cabra de Mora	2011	2	PSOE	0,0
44048	Cabra de Mora	2011	3	PAR	1,0
44048	Cabra de Mora	2015	5	PAR	2,0
44048	Cabra de Mora	2015	6	PSOE	0,0
44048	Cabra de Mora	2015	8	PP	1,0
44049	Calaceite	2007	1	PSOE	4,0
44049	Calaceite	2007	2	PP	1,0
44049	Calaceite	2007	3	PAR	3,0
44049	Calaceite	2007	29	L'ENTESA	1,0
44049	Calaceite	2011	1	PP	4,0
44049	Calaceite	2011	2	PSOE	4,0
44049	Calaceite	2011	3	PAR	0,0
44049	Calaceite	2011	26	ESQUERRA-AM	1,0
44049	Calaceite	2015	6	PSOE	4,0
44049	Calaceite	2015	8	PP	5,0
44050	Calamocha	2007	1	PSOE	1,0
44050	Calamocha	2007	2	PP	3,0
44050	Calamocha	2007	3	PAR	5,0
44050	Calamocha	2007	4	CHA	2,0
44050	Calamocha	2007	5	IU	0,0
44050	Calamocha	2011	1	PP	4,0
44050	Calamocha	2011	2	PSOE	1,0
44050	Calamocha	2011	3	PAR	4,0
44050	Calamocha	2011	4	CHA	1,0
44050	Calamocha	2011	7	COMPROMISO CON ARAGON	1,0
44050	Calamocha	2015	5	PAR	3,0
44050	Calamocha	2015	6	PSOE	3,0
44050	Calamocha	2015	7	CHA	1,0
44050	Calamocha	2015	8	PP	3,0
44050	Calamocha	2015	12	COMPROMISO CON ARAGON	1,0
44051	Calanda	2007	1	PSOE	6,0
44051	Calanda	2007	2	PP	4,0
44051	Calanda	2007	3	PAR	1,0
44051	Calanda	2007	4	CHA	0,0
44051	Calanda	2011	1	PP	4,0
44051	Calanda	2011	2	PSOE	5,0
44051	Calanda	2011	3	PAR	2,0
44051	Calanda	2015	5	PAR	1,0
44051	Calanda	2015	6	PSOE	6,0
44051	Calanda	2015	8	PP	4,0
44052	Calomarde	2007	1	PSOE	0,0
44052	Calomarde	2007	2	PP	1,0
44052	Calomarde	2007	3	PAR	0,0
44052	Calomarde	2011	1	PP	2,0
44052	Calomarde	2011	3	PAR	1,0
44052	Calomarde	2011	4	CHA	0,0
44052	Calomarde	2015	5	PAR	1,0
44052	Calomarde	2015	6	PSOE	0,0
44052	Calomarde	2015	8	PP	2,0
44053	Camañas	2007	1	PSOE	1,0
44053	Camañas	2007	2	PP	0,0
44053	Camañas	2007	3	PAR	4,0
44053	Camañas	2007	4	CHA	0,0
44053	Camañas	2011	1	PP	2,0
44053	Camañas	2011	2	PSOE	1,0
44053	Camañas	2011	3	PAR	1,0
44053	Camañas	2011	4	CHA	0,0
44053	Camañas	2011	7	COMPROMISO CON ARAGON	1,0
44053	Camañas	2015	5	PAR	2,0
44053	Camañas	2015	6	PSOE	2,0
44053	Camañas	2015	8	PP	1,0
44054	Camarena de la Sierra	2007	1	PSOE	0,0
44054	Camarena de la Sierra	2007	2	PP	4,0
44054	Camarena de la Sierra	2007	3	PAR	1,0
44054	Camarena de la Sierra	2007	4	CHA	0,0
44054	Camarena de la Sierra	2007	5	IU	0,0
44054	Camarena de la Sierra	2011	1	PP	4,0
44054	Camarena de la Sierra	2011	2	PSOE	1,0
44054	Camarena de la Sierra	2011	3	PAR	0,0
44054	Camarena de la Sierra	2011	7	COMPROMISO CON ARAGON	0,0
44054	Camarena de la Sierra	2015	5	PAR	0,0
44054	Camarena de la Sierra	2015	6	PSOE	0,0
44054	Camarena de la Sierra	2015	8	PP	4,0
44054	Camarena de la Sierra	2015	39	G:IU-LV	1,0
44055	Camarillas	2007	1	PSOE	1,0
44055	Camarillas	2007	2	PP	3,0
44055	Camarillas	2007	3	PAR	1,0
44055	Camarillas	2007	4	CHA	0,0
44055	Camarillas	2011	1	PP	3,0
44055	Camarillas	2011	2	PSOE	1,0
44055	Camarillas	2011	3	PAR	1,0
44055	Camarillas	2011	4	CHA	0,0
44055	Camarillas	2015	5	PAR	2,0
44055	Camarillas	2015	6	PSOE	0,0
44055	Camarillas	2015	7	CHA	0,0
44055	Camarillas	2015	8	PP	3,0
44056	Caminreal	2007	1	PSOE	3,0
44056	Caminreal	2007	2	PP	2,0
44056	Caminreal	2007	3	PAR	2,0
44056	Caminreal	2007	4	CHA	0,0
44056	Caminreal	2011	1	PP	2,0
44056	Caminreal	2011	2	PSOE	2,0
44056	Caminreal	2011	3	PAR	1,0
44056	Caminreal	2011	5	IU	0,0
44056	Caminreal	2011	8	FIA	2,0
44056	Caminreal	2015	5	PAR	2,0
44056	Caminreal	2015	6	PSOE	2,0
44056	Caminreal	2015	8	PP	3,0
44059	Cantavieja	2007	1	PSOE	3,0
44059	Cantavieja	2007	2	PP	3,0
44059	Cantavieja	2007	3	PAR	1,0
44059	Cantavieja	2011	1	PP	3,0
44059	Cantavieja	2011	2	PSOE	3,0
44059	Cantavieja	2011	3	PAR	1,0
44059	Cantavieja	2015	5	PAR	1,0
44059	Cantavieja	2015	6	PSOE	2,0
44059	Cantavieja	2015	8	PP	4,0
44060	Cañada de Benatanduz	2007	1	PSOE	0,0
44060	Cañada de Benatanduz	2007	2	PP	0,0
44060	Cañada de Benatanduz	2007	3	PAR	1,0
44060	Cañada de Benatanduz	2011	1	PP	0,0
44060	Cañada de Benatanduz	2011	3	PAR	2,0
44060	Cañada de Benatanduz	2011	4	CHA	1,0
44060	Cañada de Benatanduz	2015	5	PAR	2,0
44060	Cañada de Benatanduz	2015	7	CHA	1,0
44060	Cañada de Benatanduz	2015	8	PP	0,0
44061	Cañada de Verich (La)	2007	1	PSOE	2,0
44061	Cañada de Verich (La)	2007	2	PP	0,0
44061	Cañada de Verich (La)	2007	3	PAR	3,0
44061	Cañada de Verich (La)	2007	4	CHA	0,0
44061	Cañada de Verich (La)	2011	1	PP	0,0
44061	Cañada de Verich (La)	2011	2	PSOE	1,0
44061	Cañada de Verich (La)	2011	3	PAR	4,0
44061	Cañada de Verich (La)	2015	5	PAR	4,0
44061	Cañada de Verich (La)	2015	6	PSOE	1,0
44061	Cañada de Verich (La)	2015	8	PP	0,0
44062	Cañada Vellida	2007	1	PSOE	0,0
44062	Cañada Vellida	2007	2	PP	1,0
44062	Cañada Vellida	2007	3	PAR	0,0
44062	Cañada Vellida	2011	1	PP	1,0
44062	Cañada Vellida	2011	2	PSOE	0,0
44062	Cañada Vellida	2011	7	COMPROMISO CON ARAGON	0,0
44062	Cañada Vellida	2015	5	PAR	1,0
44063	Cañizar del Olivar	2007	2	PP	0,0
44063	Cañizar del Olivar	2007	3	PAR	2,0
44063	Cañizar del Olivar	2007	4	CHA	3,0
44063	Cañizar del Olivar	2011	1	PP	0,0
44063	Cañizar del Olivar	2011	2	PSOE	3,0
44063	Cañizar del Olivar	2011	3	PAR	2,0
44063	Cañizar del Olivar	2011	4	CHA	0,0
44063	Cañizar del Olivar	2011	7	COMPROMISO CON ARAGON	0,0
44063	Cañizar del Olivar	2015	5	PAR	2,0
44063	Cañizar del Olivar	2015	6	PSOE	1,0
44063	Cañizar del Olivar	2015	8	PP	0,0
44063	Cañizar del Olivar	2015	12	COMPROMISO CON ARAGON	0,0
44064	Cascante del Río	2007	1	PSOE	0,0
44064	Cascante del Río	2007	2	PP	1,0
44064	Cascante del Río	2007	3	PAR	0,0
44064	Cascante del Río	2007	4	CHA	0,0
44064	Cascante del Río	2011	1	PP	2,0
44064	Cascante del Río	2011	2	PSOE	0,0
44064	Cascante del Río	2011	3	PAR	1,0
44064	Cascante del Río	2011	4	CHA	0,0
44064	Cascante del Río	2015	5	PAR	1,0
44064	Cascante del Río	2015	6	PSOE	0,0
44064	Cascante del Río	2015	7	CHA	0,0
44064	Cascante del Río	2015	8	PP	2,0
44065	Castejón de Tornos	2007	1	PSOE	0,0
44065	Castejón de Tornos	2007	3	PAR	1,0
44065	Castejón de Tornos	2011	1	PP	0,0
44065	Castejón de Tornos	2011	3	PAR	3,0
44065	Castejón de Tornos	2015	5	PAR	3,0
44066	Castel de Cabra	2007	1	PSOE	4,0
44066	Castel de Cabra	2007	2	PP	0,0
44066	Castel de Cabra	2007	3	PAR	1,0
44066	Castel de Cabra	2007	4	CHA	0,0
44066	Castel de Cabra	2011	1	PP	1,0
44066	Castel de Cabra	2011	2	PSOE	4,0
